"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
1.276374637E1,-3.359756200E-3,4.428769462E-3,-1.832594397E-3
1.276587163E1,3.970621154E-3,-5.345067009E-3,-3.054323839E-3
1.276799684E1,3.054323897E-4,-4.581485991E-4,-1.832594397E-3
1.277012204E1,-3.359756200E-3,2.641990222E-2,-3.054323839E-3
1.277224725E1,-9.162971983E-4,1.786779426E-2,-6.108647794E-4
1.277437251E1,2.748891478E-3,1.985310577E-3,-1.832594397E-3
1.277649772E1,-9.162971983E-4,-4.581485991E-4,-1.832594397E-3
1.277862298E1,-9.162971983E-4,1.542433538E-2,-3.054323839E-3
1.278074819E1,-4.581485875E-3,1.542433538E-2,-5.497782957E-3
1.278287340E1,-8.246674202E-3,2.153298259E-2,-5.497782957E-3
1.278499866E1,-9.468403645E-3,2.519817278E-2,-5.497782957E-3
1.278712387E1,-5.803215317E-3,2.641990222E-2,-6.108647794E-4
1.278924908E1,-9.162971983E-4,1.175914705E-2,-6.108647794E-4
1.279137434E1,3.054323897E-4,-4.123337101E-3,-6.108647794E-4
1.279349954E1,1.527161920E-3,4.428769462E-3,1.832594397E-3
1.279562475E1,-3.359756200E-3,1.664606482E-2,-4.276053514E-3
1.279775001E1,-2.138026757E-3,2.275471389E-2,-6.108647794E-4
1.279987522E1,2.748891478E-3,9.315688163E-3,1.832594397E-3
1.280200043E1,2.748891478E-3,-4.581485991E-4,3.054323839E-3
1.280412564E1,1.527161920E-3,8.093958721E-3,6.108647794E-4
1.280625090E1,-9.162971983E-4,2.519817278E-2,6.108647794E-4
1.280837611E1,1.527161920E-3,1.664606482E-2,3.054323839E-3
1.281050132E1,2.748891478E-3,8.093958721E-3,6.108647794E-4
1.281262658E1,5.192350596E-3,1.175914705E-2,7.941242307E-3
1.281475178E1,1.252272818E-2,-9.010255337E-3,5.497782957E-3
1.281687699E1,1.252272818E-2,-3.711003438E-2,5.497782957E-3
1.281900225E1,2.748891478E-3,-2.901607659E-3,4.276053514E-3
1.282112746E1,-5.803215317E-3,1.786779426E-2,3.054323839E-3
1.282325272E1,-9.468403645E-3,1.175914705E-2,6.108647794E-4
1.282537793E1,-9.468403645E-3,5.650499370E-3,1.832594397E-3
1.282750314E1,-8.246674202E-3,9.315688163E-3,6.108647794E-4
1.282962840E1,-1.069013402E-2,1.542433538E-2,-1.832594397E-3
1.283175361E1,-1.191186346E-2,9.315688163E-3,-1.832594397E-3
1.283387882E1,-8.246674202E-3,1.786779426E-2,-3.054323839E-3
1.283600408E1,-5.803215317E-3,1.786779426E-2,-6.108647794E-4
1.283812928E1,-2.138026757E-3,1.420260593E-2,-6.108647794E-4
1.284025449E1,1.527161920E-3,7.635809598E-4,6.108647794E-4
1.284237970E1,6.414080039E-3,7.635809598E-4,-3.054323839E-3
1.284450496E1,3.970621154E-3,3.207040019E-3,-3.054323839E-3
1.284663017E1,2.748891478E-3,1.175914705E-2,-4.276053514E-3
1.284875538E1,5.192350596E-3,1.985310577E-3,6.108647794E-4
1.285088064E1,7.635809947E-3,-7.788525894E-3,6.108647794E-4
1.285300585E1,5.192350596E-3,-2.489273995E-2,6.108647794E-4
1.285513105E1,-9.162971983E-4,1.985310577E-3,6.108647794E-4
1.285725632E1,-8.246674202E-3,1.786779426E-2,-3.054323839E-3
1.285938152E1,-9.468403645E-3,1.542433538E-2,-6.108647794E-4
1.286150673E1,-5.803215317E-3,9.315688163E-3,-3.054323839E-3
1.286363199E1,3.054323897E-4,-1.679878100E-3,-6.108647794E-4
1.286575720E1,5.192350596E-3,-1.145371422E-2,3.054323839E-3
1.286788241E1,5.192350596E-3,-1.145371422E-2,6.108647794E-4
1.287000767E1,2.748891478E-3,7.635809598E-4,1.832594397E-3
1.287213288E1,2.748891478E-3,9.315688163E-3,4.276053514E-3
1.287425809E1,7.635809947E-3,-9.010255337E-3,5.497782957E-3
1.287638335E1,1.007926930E-2,-2.733619884E-2,6.719512399E-3
1.287850855E1,3.970621154E-3,-1.023198478E-2,5.497782957E-3
1.288063382E1,-3.359756200E-3,-6.566796452E-3,4.276053514E-3
1.288275902E1,-1.069013402E-2,4.428769462E-3,1.832594397E-3
1.288488423E1,-1.191186346E-2,2.031125315E-2,3.054323839E-3
1.288700944E1,-1.313359290E-2,1.420260593E-2,3.054323839E-3
1.288913470E1,-7.024944760E-3,1.420260593E-2,4.276053514E-3
1.289125991E1,1.527161920E-3,-2.901607659E-3,6.719512399E-3
1.289338512E1,2.748891478E-3,-1.389717404E-2,4.276053514E-3
1.289551038E1,-2.138026757E-3,9.315688163E-3,4.276053514E-3
1.289763559E1,-4.581485875E-3,2.153298259E-2,1.832594397E-3
1.289976079E1,6.414080039E-3,6.872228812E-3,5.497782957E-3
1.290188605E1,1.130099874E-2,-2.244928107E-2,5.497782957E-3
1.290401126E1,1.130099874E-2,-1.511890348E-2,5.497782957E-3
1.290613647E1,7.635809947E-3,6.872228812E-3,4.276053514E-3
1.290826173E1,7.635809947E-3,1.053741761E-2,3.054323839E-3
1.291038694E1,1.007926930E-2,5.650499370E-3,6.108647794E-4
1.291251215E1,1.374445762E-2,-5.345067009E-3,1.832594397E-3
1.291463741E1,1.863137633E-2,-1.878409274E-2,4.276053514E-3
1.291676262E1,2.229656465E-2,-1.756236330E-2,5.497782957E-3
1.291888782E1,1.252272818E-2,-1.756236330E-2,1.832594397E-3
1.292101309E1,5.192350596E-3,1.908952370E-2,6.108647794E-4
1.292313829E1,3.054323897E-4,3.252854943E-2,-6.108647794E-4
1.292526350E1,5.192350596E-3,1.985310577E-3,6.108647794E-4
1.292738876E1,3.970621154E-3,-2.901607659E-3,-6.108647794E-4
1.292951397E1,3.054323897E-4,1.786779426E-2,-6.108647794E-4
1.293163918E1,-2.138026757E-3,3.985892609E-2,-1.832594397E-3
1.293376444E1,-9.162971983E-4,2.641990222E-2,-4.276053514E-3
1.293588965E1,6.414080039E-3,1.053741761E-2,-4.276053514E-3
1.293801486E1,1.374445762E-2,-4.581485991E-4,-1.832594397E-3
1.294014012E1,1.496618707E-2,-6.566796452E-3,-1.832594397E-3
1.294226533E1,1.740964688E-2,-1.023198478E-2,6.108647794E-4
1.294439053E1,1.496618707E-2,-7.788525894E-3,-1.832594397E-3
1.294651579E1,7.635809947E-3,5.650499370E-3,-1.832594397E-3
1.294864100E1,1.130099874E-2,4.428769462E-3,6.108647794E-4
1.295076621E1,1.618791744E-2,-1.634063199E-2,6.108647794E-4
1.295289147E1,1.374445762E-2,-1.145371422E-2,3.054323839E-3
1.295501668E1,5.192350596E-3,-1.679878100E-3,6.108647794E-4
1.295714189E1,-2.138026757E-3,1.542433538E-2,6.108647794E-4
1.295926715E1,-7.024944760E-3,3.741546720E-2,-1.832594397E-3
1.296139236E1,-4.581485875E-3,2.886336111E-2,-1.832594397E-3
1.296351756E1,5.192350596E-3,1.985310577E-3,6.108647794E-4
1.296564283E1,1.252272818E-2,-1.679878100E-3,3.054323839E-3
1.296776803E1,1.863137633E-2,-4.123337101E-3,5.497782957E-3
1.296989324E1,1.374445762E-2,-5.345067009E-3,3.054323839E-3
1.297201850E1,1.496618707E-2,5.650499370E-3,5.497782957E-3
1.297414371E1,1.618791744E-2,-6.566796452E-3,5.497782957E-3
1.297626892E1,2.107483521E-2,-2.122755162E-2,6.719512399E-3
1.297839418E1,2.107483521E-2,-2.000582218E-2,9.162971750E-3
1.298051939E1,1.252272818E-2,-1.634063199E-2,6.719512399E-3
1.298264460E1,5.192350596E-3,-4.581485991E-4,4.276053514E-3
1.298476986E1,-9.162971983E-4,2.031125315E-2,1.832594397E-3
1.298689506E1,3.054323897E-4,2.397644334E-2,1.832594397E-3
1.298902027E1,6.414080039E-3,8.093958721E-3,3.054323839E-3
1.299114553E1,1.007926930E-2,4.428769462E-3,4.276053514E-3
1.299327074E1,1.496618707E-2,7.635809598E-4,4.276053514E-3
1.299539595E1,1.496618707E-2,-1.679878100E-3,3.054323839E-3
1.299752121E1,1.618791744E-2,-4.581485991E-4,6.108647794E-4
1.299964642E1,1.740964688E-2,-1.679878100E-3,1.832594397E-3
1.300177163E1,1.863137633E-2,7.635809598E-4,1.832594397E-3
1.300389689E1,2.229656465E-2,-1.511890348E-2,4.276053514E-3
1.300602210E1,2.474002354E-2,-2.000582218E-2,6.108647794E-4
1.300814730E1,1.740964688E-2,-1.145371422E-2,6.108647794E-4
1.301027257E1,1.374445762E-2,9.315688163E-3,-6.108647794E-4
1.301239777E1,1.374445762E-2,1.786779426E-2,-1.832594397E-3
1.301452298E1,1.985310577E-2,5.650499370E-3,6.108647794E-4
1.301664824E1,2.474002354E-2,-6.566796452E-3,3.054323839E-3
1.301877345E1,2.840521187E-2,-2.489273995E-2,1.832594397E-3
1.302089866E1,2.229656465E-2,-1.145371422E-2,1.832594397E-3
1.302302392E1,1.252272818E-2,1.420260593E-2,-6.108647794E-4
1.302514913E1,1.374445762E-2,9.315688163E-3,-6.108647794E-4
1.302727434E1,1.496618707E-2,1.985310577E-3,-6.108647794E-4
1.302939960E1,1.252272818E-2,1.542433538E-2,-6.108647794E-4
1.303152480E1,1.252272818E-2,1.786779426E-2,-6.108647794E-4
1.303365001E1,1.252272818E-2,4.428769462E-3,-1.832594397E-3
1.303577527E1,1.252272818E-2,1.985310577E-3,-1.832594397E-3
1.303790048E1,1.740964688E-2,6.872228812E-3,-6.108647794E-4
1.304002569E1,1.618791744E-2,-4.581485991E-4,-6.108647794E-4
1.304215095E1,2.107483521E-2,9.315688163E-3,3.054323839E-3
1.304427616E1,2.596175298E-2,-1.634063199E-2,6.719512399E-3
1.304640137E1,2.474002354E-2,-2.611446939E-2,3.054323839E-3
1.304852663E1,1.740964688E-2,-5.345067009E-3,4.276053514E-3
1.305065184E1,1.618791744E-2,7.635809598E-4,5.497782957E-3
1.305277704E1,1.740964688E-2,-5.345067009E-3,4.276053514E-3
1.305490230E1,1.740964688E-2,-4.123337101E-3,6.719512399E-3
1.305702751E1,1.374445762E-2,1.985310577E-3,4.276053514E-3
1.305915272E1,1.374445762E-2,-2.901607659E-3,6.719512399E-3
1.306127798E1,1.740964688E-2,-4.581485991E-4,5.497782957E-3
1.306340319E1,2.351829410E-2,-7.788525894E-3,7.941242307E-3
1.306552840E1,2.351829410E-2,-9.010255337E-3,7.941242307E-3
1.306765366E1,2.962694131E-2,7.635809598E-4,1.038470119E-2
1.306977887E1,3.207040206E-2,-2.367101051E-2,1.038470119E-2
1.307190408E1,2.962694131E-2,-3.100138716E-2,5.497782957E-3
1.307402934E1,2.351829410E-2,-1.023198478E-2,4.276053514E-3
1.307615454E1,2.351829410E-2,1.053741761E-2,5.497782957E-3
1.307827975E1,2.474002354E-2,-4.123337101E-3,9.162971750E-3
1.308040501E1,2.840521187E-2,-2.367101051E-2,1.038470119E-2
1.308253022E1,2.474002354E-2,-2.367101051E-2,7.941242307E-3
1.308465543E1,1.863137633E-2,3.207040019E-3,6.719512399E-3
1.308678069E1,1.374445762E-2,1.542433538E-2,6.719512399E-3
1.308890590E1,1.618791744E-2,4.428769462E-3,5.497782957E-3
1.309103111E1,1.985310577E-2,-5.345067009E-3,5.497782957E-3
1.309315637E1,2.351829410E-2,9.315688163E-3,6.719512399E-3
1.309528158E1,2.718348242E-2,-9.010255337E-3,9.162971750E-3
1.309740678E1,2.474002354E-2,-1.878409274E-2,4.276053514E-3
1.309953204E1,2.229656465E-2,6.872228812E-3,4.276053514E-3
1.310165725E1,2.474002354E-2,3.207040019E-3,6.719512399E-3
1.310378246E1,2.962694131E-2,-1.634063199E-2,6.719512399E-3
1.310590772E1,2.718348242E-2,-2.611446939E-2,7.941242307E-3
1.310803293E1,2.840521187E-2,-1.389717404E-2,4.276053514E-3
1.311015814E1,1.863137633E-2,-9.010255337E-3,5.497782957E-3
1.311228340E1,2.107483521E-2,3.207040019E-3,3.054323839E-3
1.311440861E1,2.229656465E-2,-6.566796452E-3,3.054323839E-3
1.311653382E1,2.596175298E-2,-1.878409274E-2,6.719512399E-3
1.311865908E1,2.962694131E-2,-2.000582218E-2,7.941242307E-3
1.312078428E1,3.207040206E-2,-3.466657549E-2,1.038470119E-2
1.312290949E1,2.474002354E-2,-2.733619884E-2,7.941242307E-3
1.312503475E1,1.985310577E-2,-4.581485991E-4,7.941242307E-3
1.312715996E1,1.985310577E-2,-6.566796452E-3,7.941242307E-3
1.312928517E1,1.618791744E-2,-4.123337101E-3,5.497782957E-3
1.313141043E1,1.740964688E-2,4.428769462E-3,1.038470119E-2
1.313353564E1,1.252272818E-2,4.428769462E-3,4.276053514E-3
1.313566085E1,1.374445762E-2,6.872228812E-3,6.719512399E-3
1.313778611E1,1.740964688E-2,1.175914705E-2,6.719512399E-3
1.313991132E1,2.229656465E-2,1.053741761E-2,6.719512399E-3
1.314203652E1,2.718348242E-2,1.175914705E-2,7.941242307E-3
1.314416178E1,3.329212964E-2,-7.788525894E-3,1.038470119E-2
1.314628699E1,3.940077871E-2,-1.634063199E-2,1.038470119E-2
1.314841220E1,3.451386094E-2,-1.511890348E-2,7.941242307E-3
1.315053746E1,3.451386094E-2,-4.123337101E-3,6.719512399E-3
1.315266267E1,3.451386094E-2,-1.145371422E-2,1.038470119E-2
1.315478788E1,3.817904741E-2,-2.000582218E-2,1.038470119E-2
1.315691309E1,3.573558852E-2,-2.489273995E-2,1.160643063E-2
1.315903835E1,3.329212964E-2,-1.756236330E-2,1.038470119E-2
1.316116355E1,2.718348242E-2,-1.511890348E-2,7.941242307E-3
1.316328882E1,3.084867075E-2,-4.581485991E-4,7.941242307E-3
1.316541402E1,2.596175298E-2,-4.123337101E-3,5.497782957E-3
1.316753923E1,2.962694131E-2,1.298087649E-2,9.162971750E-3
1.316966449E1,3.695731983E-2,-1.023198478E-2,1.038470119E-2
1.317178970E1,4.306596518E-2,-2.611446939E-2,9.162971750E-3
1.317391491E1,4.062250629E-2,-2.489273995E-2,9.162971750E-3
1.317604017E1,3.451386094E-2,-4.581485991E-4,7.941242307E-3
1.317816538E1,3.451386094E-2,5.650499370E-3,1.038470119E-2
1.318029059E1,3.329212964E-2,7.635809598E-4,7.941242307E-3
1.318241585E1,3.207040206E-2,-9.010255337E-3,9.162971750E-3
1.318454105E1,3.084867075E-2,-1.389717404E-2,6.719512399E-3
1.318666626E1,2.351829410E-2,-4.581485991E-4,4.276053514E-3
1.318879152E1,2.229656465E-2,1.542433538E-2,9.162971750E-3
1.319091673E1,2.351829410E-2,-4.123337101E-3,5.497782957E-3
1.319304194E1,2.229656465E-2,-6.566796452E-3,9.162971750E-3
1.319516720E1,2.474002354E-2,5.650499370E-3,9.162971750E-3
1.319729241E1,2.596175298E-2,1.985310577E-3,9.162971750E-3
1.319941762E1,2.229656465E-2,3.207040019E-3,7.941242307E-3
1.320154288E1,1.863137633E-2,1.786779426E-2,6.719512399E-3
1.320366809E1,2.474002354E-2,1.664606482E-2,1.038470119E-2
1.320579329E1,2.596175298E-2,-1.267544460E-2,1.038470119E-2
1.320791855E1,2.474002354E-2,-1.756236330E-2,1.038470119E-2
1.321004376E1,2.107483521E-2,-5.345067009E-3,9.162971750E-3
1.321216897E1,2.107483521E-2,3.207040019E-3,9.162971750E-3
1.321429423E1,1.985310577E-2,1.985310577E-3,9.162971750E-3
1.321641944E1,2.596175298E-2,-1.145371422E-2,1.038470119E-2
1.321854465E1,2.840521187E-2,-3.222311661E-2,1.404988952E-2
1.322066991E1,3.084867075E-2,-2.367101051E-2,1.527161989E-2
1.322279512E1,2.229656465E-2,-3.100138716E-2,1.160643063E-2
1.322492033E1,1.863137633E-2,-1.634063199E-2,1.404988952E-2
1.322704559E1,1.496618707E-2,-1.389717404E-2,1.038470119E-2
1.322917079E1,1.496618707E-2,-9.010255337E-3,1.527161989E-2
1.323129600E1,8.857538924E-3,7.635809598E-4,1.282816008E-2
1.323342126E1,3.970621154E-3,9.315688163E-3,7.941242307E-3
1.323554647E1,5.192350596E-3,1.542433538E-2,1.038470119E-2
1.323767168E1,7.635809947E-3,1.175914705E-2,6.719512399E-3
1.323979694E1,1.374445762E-2,1.175914705E-2,1.038470119E-2
1.324192215E1,1.863137633E-2,1.053741761E-2,9.162971750E-3
1.324404736E1,2.596175298E-2,5.650499370E-3,1.038470119E-2
1.324617262E1,3.573558852E-2,-2.733619884E-2,1.771507785E-2
1.324829783E1,3.207040206E-2,-3.955349326E-2,1.160643063E-2
1.325042303E1,2.474002354E-2,-1.145371422E-2,1.282816008E-2
1.325254829E1,2.351829410E-2,-2.901607659E-3,1.404988952E-2
1.325467350E1,2.351829410E-2,-2.855792828E-2,1.160643063E-2
1.325679871E1,1.985310577E-2,-1.634063199E-2,1.404988952E-2
1.325892397E1,1.007926930E-2,-2.901607659E-3,1.282816008E-2
1.326104918E1,1.007926930E-2,3.207040019E-3,1.404988952E-2
1.326317439E1,8.857538924E-3,5.650499370E-3,9.162971750E-3
1.326529965E1,1.374445762E-2,3.207040019E-3,1.404988952E-2
1.326742486E1,1.618791744E-2,-1.145371422E-2,1.282816008E-2
1.326955006E1,1.252272818E-2,-1.679878100E-3,1.282816008E-2
1.327167532E1,1.496618707E-2,1.420260593E-2,1.527161989E-2
1.327380053E1,1.374445762E-2,7.635809598E-4,1.038470119E-2
1.327592574E1,1.618791744E-2,-5.345067009E-3,1.160643063E-2
1.327805100E1,1.496618707E-2,-4.581485991E-4,1.160643063E-2
1.328017621E1,1.985310577E-2,-1.023198478E-2,1.527161989E-2
1.328230142E1,1.740964688E-2,-2.611446939E-2,1.649334840E-2
1.328442668E1,7.635809947E-3,-2.489273995E-2,1.404988952E-2
1.328655189E1,3.970621154E-3,-6.566796452E-3,1.527161989E-2
1.328867710E1,-2.138026757E-3,-1.145371422E-2,1.404988952E-2
1.329080236E1,-5.803215317E-3,-7.788525894E-3,1.404988952E-2
1.329292757E1,-5.803215317E-3,8.093958721E-3,1.649334840E-2
1.329505277E1,-9.468403645E-3,1.420260593E-2,1.649334840E-2
1.329717803E1,-2.138026757E-3,1.053741761E-2,1.649334840E-2
1.329930324E1,-9.162971983E-4,-2.367101051E-2,1.649334840E-2
1.330142845E1,3.970621154E-3,-4.581485991E-4,1.771507785E-2
1.330355371E1,-9.162971983E-4,8.093958721E-3,1.649334840E-2
1.330567892E1,6.414080039E-3,-6.566796452E-3,1.771507785E-2
1.330780413E1,7.635809947E-3,-2.901607659E-3,2.015853859E-2
1.330992939E1,5.192350596E-3,-1.145371422E-2,1.649334840E-2
1.331205460E1,7.635809947E-3,-1.389717404E-2,1.771507785E-2
1.331417980E1,1.527161920E-3,-1.267544460E-2,1.527161989E-2
1.331630507E1,5.192350596E-3,-5.345067009E-3,1.527161989E-2
1.331843027E1,3.054323897E-4,-1.679878100E-3,1.649334840E-2
1.332055548E1,5.192350596E-3,-2.901607659E-3,1.771507785E-2
1.332268074E1,7.635809947E-3,-2.489273995E-2,1.893680729E-2
1.332480595E1,6.414080039E-3,-2.000582218E-2,1.893680729E-2
1.332693116E1,-5.803215317E-3,-2.901607659E-3,1.527161989E-2
1.332905642E1,-4.581485875E-3,1.908952370E-2,1.771507785E-2
1.333118163E1,-4.581485875E-3,7.635809598E-4,1.893680729E-2
1.333330684E1,3.054323897E-4,-7.788525894E-3,1.771507785E-2
1.333543210E1,-7.024944760E-3,-9.010255337E-3,1.527161989E-2
1.333755730E1,-5.803215317E-3,9.315688163E-3,1.649334840E-2
1.333968256E1,-7.024944760E-3,2.031125315E-2,1.527161989E-2
1.334180777E1,-8.246674202E-3,5.650499370E-3,1.527161989E-2
1.334393298E1,-9.162971983E-4,6.872228812E-3,1.527161989E-2
1.334605819E1,2.748891478E-3,-7.788525894E-3,1.771507785E-2
1.334818345E1,6.414080039E-3,-1.756236330E-2,1.771507785E-2
1.335030866E1,1.527161920E-3,-2.122755162E-2,1.771507785E-2
1.335243387E1,-4.581485875E-3,-2.901607659E-3,1.527161989E-2
1.335455913E1,-7.024944760E-3,-1.679878100E-3,1.649334840E-2
1.335668434E1,-5.803215317E-3,-9.010255337E-3,1.771507785E-2
1.335880960E1,-1.069013402E-2,-1.511890348E-2,1.771507785E-2
1.336093480E1,-1.557705179E-2,-1.679878100E-3,1.649334840E-2
1.336306001E1,-1.802051067E-2,-9.010255337E-3,1.771507785E-2
1.336518527E1,-1.924224012E-2,-4.123337101E-3,1.649334840E-2
1.336731048E1,-1.924224012E-2,1.542433538E-2,1.771507785E-2
1.336943569E1,-2.046396956E-2,1.298087649E-2,1.893680729E-2
1.337156090E1,-1.191186346E-2,1.985310577E-3,1.893680729E-2
1.337368616E1,-8.246674202E-3,-1.679878100E-3,1.893680729E-2
1.337581137E1,-9.468403645E-3,-2.901607659E-3,1.893680729E-2
1.337793658E1,-1.313359290E-2,1.053741761E-2,2.015853859E-2
1.338006184E1,-1.679878123E-2,1.908952370E-2,2.138026804E-2
1.338218704E1,-8.246674202E-3,-1.679878100E-3,2.382372692E-2
1.338431225E1,-1.191186346E-2,-7.788525894E-3,2.015853859E-2
1.338643751E1,-1.802051067E-2,4.428769462E-3,1.893680729E-2
1.338856272E1,-1.924224012E-2,1.175914705E-2,1.649334840E-2
1.339068793E1,-2.168569900E-2,9.315688163E-3,1.771507785E-2
1.339281319E1,-2.046396956E-2,3.207040019E-3,1.527161989E-2
1.339493840E1,-2.290742844E-2,8.093958721E-3,1.771507785E-2
1.339706361E1,-1.679878123E-2,1.786779426E-2,1.893680729E-2
1.339918887E1,-1.313359290E-2,-2.901607659E-3,1.771507785E-2
1.340131408E1,-1.069013402E-2,7.635809598E-4,1.771507785E-2
1.340343934E1,-1.191186346E-2,8.093958721E-3,1.771507785E-2
1.340556454E1,-7.024944760E-3,1.298087649E-2,1.893680729E-2
1.340768975E1,-4.581485875E-3,5.650499370E-3,1.893680729E-2
1.340981501E1,-5.803215317E-3,-1.145371422E-2,2.138026804E-2
1.341194022E1,-8.246674202E-3,-4.581485991E-4,1.771507785E-2
1.341406543E1,-1.069013402E-2,6.872228812E-3,1.771507785E-2
1.341619069E1,-1.069013402E-2,2.397644334E-2,1.649334840E-2
1.341831590E1,-1.435532235E-2,2.275471389E-2,1.404988952E-2
1.342044111E1,-5.803215317E-3,1.542433538E-2,1.893680729E-2
1.342256632E1,-8.246674202E-3,-2.901607659E-3,1.771507785E-2
1.342469158E1,-7.024944760E-3,-4.123337101E-3,1.893680729E-2
1.342681678E1,-1.191186346E-2,7.635809598E-4,1.771507785E-2
1.342894199E1,-1.679878123E-2,5.650499370E-3,1.649334840E-2
1.343106725E1,-2.046396956E-2,9.315688163E-3,1.771507785E-2
1.343319246E1,-1.924224012E-2,1.053741761E-2,2.138026804E-2
1.343531772E1,-2.535088919E-2,1.985310577E-3,1.893680729E-2
1.343744293E1,-2.535088919E-2,1.542433538E-2,1.893680729E-2
1.343956814E1,-3.390299529E-2,2.397644334E-2,1.771507785E-2
1.344169340E1,-3.268126398E-2,3.497200832E-2,1.771507785E-2
1.344381861E1,-2.901607752E-2,3.497200832E-2,1.893680729E-2
1.344594382E1,-2.412915789E-2,2.031125315E-2,2.138026804E-2
1.344806908E1,-1.924224012E-2,1.542433538E-2,2.015853859E-2
1.345019428E1,-1.679878123E-2,-1.023198478E-2,2.382372692E-2
1.345231949E1,-1.802051067E-2,-4.123337101E-3,2.260199748E-2
1.345444475E1,-2.535088919E-2,1.175914705E-2,2.260199748E-2
1.345656996E1,-2.657261863E-2,3.207040019E-3,2.382372692E-2
1.345869517E1,-2.657261863E-2,-1.389717404E-2,2.626718581E-2
1.346082043E1,-3.145953640E-2,-1.634063199E-2,2.260199748E-2
1.346294564E1,-3.512472659E-2,9.315688163E-3,2.138026804E-2
1.346507085E1,-3.878991306E-2,1.420260593E-2,2.138026804E-2
1.346719611E1,-3.878991306E-2,1.175914705E-2,1.893680729E-2
1.346932132E1,-3.145953640E-2,1.664606482E-2,2.504545636E-2
1.347144652E1,-2.901607752E-2,1.985310577E-3,2.260199748E-2
1.347357178E1,-2.290742844E-2,7.635809598E-4,2.382372692E-2
1.347569699E1,-2.535088919E-2,-1.679878100E-3,2.382372692E-2
1.347782220E1,-2.290742844E-2,2.153298259E-2,2.260199748E-2
1.347994746E1,-2.657261863E-2,2.397644334E-2,2.382372692E-2
1.348207267E1,-1.924224012E-2,1.298087649E-2,2.382372692E-2
1.348419788E1,-1.069013402E-2,-5.345067009E-3,2.871064469E-2
1.348632314E1,-1.557705179E-2,-1.511890348E-2,2.382372692E-2
1.348844835E1,-1.924224012E-2,-4.123337101E-3,2.504545636E-2
1.349057355E1,-2.412915789E-2,9.315688163E-3,2.382372692E-2
1.349269876E1,-2.657261863E-2,1.908952370E-2,2.382372692E-2
1.349482402E1,-2.535088919E-2,1.053741761E-2,2.382372692E-2
1.349694923E1,-2.412915789E-2,-4.123337101E-3,2.504545636E-2
1.349907449E1,-1.924224012E-2,-1.679878100E-3,2.626718581E-2
1.350119970E1,-2.412915789E-2,-1.679878100E-3,2.504545636E-2
1.350332491E1,-2.779434808E-2,2.153298259E-2,2.504545636E-2
1.350545017E1,-2.901607752E-2,4.474584386E-2,2.504545636E-2
1.350757538E1,-2.290742844E-2,3.497200832E-2,2.748891525E-2
1.350970059E1,-1.802051067E-2,1.175914705E-2,2.626718581E-2
1.351182585E1,-8.246674202E-3,1.985310577E-3,2.871064469E-2
1.351395105E1,-1.313359290E-2,-6.566796452E-3,2.504545636E-2
1.351607632E1,-1.557705179E-2,6.872228812E-3,2.504545636E-2
1.351820152E1,-1.802051067E-2,1.420260593E-2,2.626718581E-2
1.352032673E1,-1.679878123E-2,1.542433538E-2,2.504545636E-2
1.352245194E1,-1.924224012E-2,-6.566796452E-3,2.626718581E-2
1.352457720E1,-1.435532235E-2,-2.901607659E-3,2.626718581E-2
1.352670241E1,-1.679878123E-2,-5.345067009E-3,2.993237413E-2
1.352882767E1,-2.412915789E-2,-5.345067009E-3,2.626718581E-2
1.353095288E1,-2.779434808E-2,1.542433538E-2,2.626718581E-2
1.353307809E1,-2.779434808E-2,1.908952370E-2,2.871064469E-2
1.353520335E1,-2.779434808E-2,1.298087649E-2,2.993237413E-2
1.353732855E1,-3.145953640E-2,1.908952370E-2,2.871064469E-2
1.353945376E1,-3.023780696E-2,1.664606482E-2,2.871064469E-2
1.354157902E1,-2.779434808E-2,2.764163166E-2,2.871064469E-2
1.354370423E1,-2.901607752E-2,3.497200832E-2,2.871064469E-2
1.354582944E1,-2.290742844E-2,2.275471389E-2,2.993237413E-2
1.354795465E1,-2.168569900E-2,1.542433538E-2,2.871064469E-2
1.355007991E1,-1.435532235E-2,8.093958721E-3,3.237583488E-2
1.355220512E1,-1.069013402E-2,-6.566796452E-3,3.237583488E-2
1.355433038E1,-2.046396956E-2,1.053741761E-2,2.993237413E-2
1.355645559E1,-1.679878123E-2,1.298087649E-2,3.237583488E-2
1.355858079E1,-1.435532235E-2,-9.010255337E-3,3.481929377E-2
1.356070605E1,-1.191186346E-2,-1.634063199E-2,3.726275265E-2
1.356283126E1,-2.290742844E-2,-5.345067009E-3,3.359756246E-2
1.356495647E1,-2.290742844E-2,1.542433538E-2,3.481929377E-2
1.356708173E1,-2.290742844E-2,-4.581485991E-4,3.481929377E-2
1.356920694E1,-2.168569900E-2,1.053741761E-2,3.237583488E-2
1.357133215E1,-2.168569900E-2,8.093958721E-3,3.481929377E-2
1.357345741E1,-1.679878123E-2,1.298087649E-2,3.359756246E-2
1.357558262E1,-1.191186346E-2,-1.511890348E-2,3.726275265E-2
1.357770783E1,-9.468403645E-3,-6.566796452E-3,3.359756246E-2
1.357983309E1,-1.679878123E-2,2.519817278E-2,3.604102135E-2
1.358195829E1,-1.435532235E-2,3.741546720E-2,3.848448023E-2
1.358408350E1,-9.468403645E-3,-2.901607659E-3,3.848448023E-2
