"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
1.693173486E1,-7.417750359E-1,9.571290575E-3,1.000678444E1
1.693386012E1,-6.221339107E-1,-1.387837082E-1,1.003071213E1
1.693598532E1,-9.523434043E-1,5.551348329E-1,9.978070259E0
1.693811053E1,-1.564906001E0,6.029912829E-1,1.006421185E1
1.694023579E1,-1.363908887E0,3.254238665E-1,9.265008926E0
1.694236100E1,-1.440479279E0,2.632105052E-1,9.207581520E0
1.694448621E1,-1.536192179E0,1.148554832E-1,9.341579437E0
1.694661152E1,-1.282552958E0,-1.770688742E-1,9.576076508E0
1.694873668E1,-1.086341500E0,-1.148554832E-1,9.901499748E0
1.695086194E1,-1.545763373E0,-3.589234054E-1,1.019342422E1
1.695298715E1,-1.402194023E0,-4.977070987E-1,1.028913784E1
1.695511241E1,-1.282552958E0,-4.594219327E-1,1.030349445E1
1.695723762E1,-1.129412293E0,8.614161611E-2,9.719645500E0
1.695936282E1,-1.134197950E0,-2.679961324E-1,9.528220177E0
1.696148809E1,-1.306481123E0,2.919243574E-1,9.480362892E0
1.696361329E1,-1.363908887E0,3.445664644E-1,9.939785004E0
1.696573850E1,-1.684547186E0,2.871387303E-1,9.944570541E0
1.696786376E1,-1.497906923E0,-4.785645287E-3,9.911071777E0
1.696998897E1,-1.225125194E0,3.445664644E-1,9.748359680E0
1.697211423E1,-1.488335729E0,2.440679073E-1,9.590433121E0
1.697423944E1,-1.344766378E0,1.339980662E-1,9.896714211E0
1.697636465E1,-1.545763373E0,3.780659735E-1,1.007378292E1
1.697848991E1,-1.751546144E0,1.483550072E-1,1.041356373E1
1.698061512E1,-1.450050473E0,-5.599204898E-1,1.038963604E1
1.698274038E1,-1.086341500E0,-9.954141974E-1,1.035613632E1
1.698486559E1,-1.110269666E0,-4.594219327E-1,9.997213364E0
1.698699079E1,-5.982056856E-1,-2.201396823E-1,1.040399265E1
1.698911605E1,-9.523434043E-1,-2.871387079E-2,1.033699417E1
1.699124126E1,-1.373480201E0,3.541377485E-1,1.062413216E1
1.699336647E1,-8.997012973E-1,2.009970993E-1,1.033699417E1
1.699549173E1,-1.000199914E0,2.919243574E-1,9.829715729E0
1.699761689E1,-1.296909928E0,3.397808075E-1,9.705288887E0
1.699974220E1,-8.662018180E-1,3.302095234E-1,9.623932838E0
1.700186741E1,-1.282552958E0,2.488535494E-1,9.863214493E0
1.700399267E1,-1.536192179E0,1.674975902E-1,1.007378292E1
1.700611788E1,-1.478764415E0,-2.249253243E-1,1.037049294E1
1.700824309E1,-1.196411371E0,-5.838487148E-1,1.014078236E1
1.701036835E1,-1.526620865E0,-6.317051649E-1,9.882357597E0
1.701249355E1,-1.148554921E0,-9.140582681E-1,9.140582085E0
1.701461876E1,-1.335195065E0,-4.354937077E-1,9.475577354E0
1.701674402E1,-1.301695466E0,5.742774159E-2,9.619147301E0
1.701886923E1,-1.292124271E0,1.292124242E-1,1.005464077E1
1.702099449E1,-9.379864931E-1,3.828516230E-2,9.844072342E0
1.702311970E1,-6.029912829E-1,4.259224236E-1,9.585647583E0
1.702524491E1,-1.186840057E0,2.057827413E-1,1.004506969E1
1.702737017E1,-6.939185858E-1,3.493520916E-1,9.485149384E0
1.702949538E1,-1.469193101E0,1.148554832E-1,1.007378292E1
1.703162064E1,-1.631905079E0,1.292124242E-1,9.738788605E0
1.703374585E1,-1.636690736E0,-1.292124242E-1,1.023170948E1
1.703587105E1,-1.282552958E0,-2.057827413E-1,1.014556789E1
1.703799632E1,-1.119840980E0,-2.057827413E-1,1.013121128E1
1.704012152E1,-1.540977836E0,-3.349951804E-1,9.643074989E0
1.704224678E1,-1.555334687E0,-5.024927258E-1,9.719645500E0
1.704437199E1,-1.746760488E0,-2.727817893E-1,1.032742214E1
1.704649720E1,-9.571290612E-1,-2.297109663E-1,9.824930191E0
1.704862246E1,-9.475577474E-1,-1.292124242E-1,9.786644936E0
1.705074767E1,-7.034898400E-1,-1.292124242E-1,9.456435204E0
1.705287288E1,-6.460621357E-1,2.392822690E-2,9.111868858E0
1.705499814E1,-5.742774606E-1,1.722832322E-1,9.485149384E0
1.705712335E1,-6.173482537E-1,3.732803464E-1,9.619147301E0
1.705924861E1,-1.469193101E0,6.029912829E-1,1.025085258E1
1.706137382E1,-1.239482164E0,4.546363056E-1,9.963713646E0
1.706349908E1,-1.430907965E0,5.742774606E-1,9.810572624E0
1.706562428E1,-1.483550072E0,4.067798555E-1,9.944570541E0
1.706774949E1,-1.598405480E0,3.349951804E-1,1.006899738E1
1.706987475E1,-1.612762451E0,-1.914258152E-1,9.949356079E0
1.707199996E1,-1.435693622E0,-6.317051649E-1,9.891928673E0
1.707412522E1,-1.521835208E0,-7.704889178E-1,9.815358162E0
1.707625043E1,-1.110269666E0,-9.523434043E-1,9.662218094E0
1.707837564E1,-8.279166222E-1,-2.775674164E-1,9.485149384E0
1.708050090E1,-1.488335729E0,-2.297109663E-1,9.413364410E0
1.708262611E1,-1.057627559E0,1.148554832E-1,9.437292099E0
1.708475132E1,-1.311266780E0,4.594219327E-1,9.834501266E0
1.708687658E1,-1.249053478E0,3.349951655E-2,1.009292603E1
1.708900178E1,-7.944171429E-1,4.785645381E-2,9.877572060E0
1.709112704E1,-8.901300430E-1,-1.962114573E-1,9.590433121E0
1.709325225E1,-1.478764415E0,-3.349951655E-2,9.958928108E0
1.709537746E1,-1.239482164E0,5.264209956E-2,1.001156998E1
1.709750272E1,-1.301695466E0,-2.919243574E-1,1.026042366E1
1.709962793E1,-1.641476393E0,-1.914258152E-1,9.743574142E0
1.710175319E1,-1.325623751E0,-1.110269666E0,9.810572624E0
1.710387840E1,-7.513462901E-1,-9.379864931E-1,9.623932838E0
1.710600361E1,-1.033699393E0,-6.891329288E-1,9.925428391E0
1.710812887E1,-5.503492355E-1,-3.349951804E-1,1.009292603E1
1.711025408E1,-1.038485050E0,-2.775674164E-1,1.037049294E1
1.711237934E1,-1.320838094E0,-1.627119333E-1,1.036570740E1
1.711450454E1,-1.028913736E0,7.178468257E-2,9.456435204E0
1.711662975E1,-7.896314859E-1,-3.828516230E-2,8.633303642E0
1.711875501E1,-1.349551916E0,0.000000000E0,8.666803360E0
1.712088022E1,-1.406979680E0,4.642075896E-1,9.379864693E0
1.712300543E1,-1.775474429E0,3.541377485E-1,1.017906761E1
1.712513069E1,-1.545763373E0,2.871387303E-1,1.080120182E1
1.712725590E1,-1.359123230E0,-2.392822690E-2,1.079641533E1
1.712938116E1,-1.296909928E0,-1.962114573E-1,1.038006496E1
1.713150637E1,-1.081555843E0,-8.422735929E-1,1.027956581E1
1.713363163E1,-1.177268744E0,-6.699903607E-1,9.987641335E0
1.713575684E1,-1.201196909E0,-4.259224236E-1,9.973284721E0
1.713788204E1,-1.220339537E0,-1.435693651E-1,1.007378292E1
1.714000730E1,-1.646261930E0,-2.392822690E-2,1.070070267E1
1.714213251E1,-1.009771109E0,1.627119333E-1,9.887143135E0
1.714425777E1,-8.853443861E-1,2.153540403E-1,9.982855797E0
1.714638298E1,-1.311266780E0,5.072783828E-1,9.906285286E0
1.714850819E1,-1.416550994E0,4.977070987E-1,1.008335495E1
1.715063345E1,-1.646261930E0,3.732803464E-1,1.007856941E1
1.715275866E1,-1.808973908E0,6.221339107E-1,9.839286804E0
1.715488387E1,-1.694118381E0,2.967100143E-1,1.038485050E1
1.715700913E1,-1.177268744E0,8.135596663E-2,1.034177971E1
1.715913434E1,-1.607976794E0,-1.004985496E-1,1.043749237E1
1.716125960E1,-1.799402595E0,-6.891329288E-1,1.043270683E1
1.716338480E1,-1.306481123E0,-8.231309652E-1,1.002592659E1
1.716551006E1,-1.761117458E0,-5.024927258E-1,1.019342422E1
1.716763527E1,-1.210768223E0,-3.110669553E-1,9.542576790E0
1.716976048E1,-1.134197950E0,1.196411327E-1,9.509077072E0
1.717188574E1,-5.694918036E-1,9.092725813E-2,9.030512810E0
1.717401095E1,-1.000199914E0,5.982056856E-1,8.685946465E0
1.717613621E1,-1.679761529E0,6.795616150E-1,9.087940216E0
1.717826142E1,-1.004985452E0,3.876372576E-1,8.968298912E0
1.718038663E1,-1.440479279E0,4.977070987E-1,8.819944382E0
1.718251184E1,-1.761117458E0,6.699903309E-2,9.020941734E0
1.718463710E1,-1.406979680E0,2.919243574E-1,9.466006279E0
1.718676230E1,-1.339980721E0,1.531406492E-1,9.753145218E0
1.718888756E1,-1.430907965E0,1.531406492E-1,1.014078236E1
1.719101277E1,-2.158325911E0,1.244267747E-1,1.057627583E1
1.719313803E1,-1.478764415E0,-7.752745152E-1,1.088255692E1
1.719526324E1,-1.158126116E0,-8.518448472E-1,1.022213840E1
1.719738850E1,-1.383051515E0,-6.173482537E-1,9.853643417E0
1.719951371E1,-1.052842021E0,-5.359922647E-1,9.734002113E0
1.720163892E1,-1.368694544E0,1.914258152E-1,9.968499184E0
1.720376418E1,-1.564906001E0,2.009970993E-1,1.024128056E1
1.720588939E1,-1.679761529E0,4.929214716E-1,1.004506969E1
1.720801460E1,-1.488335729E0,9.571290575E-3,9.734002113E0
1.721013986E1,-1.392622828E0,2.249253243E-1,9.571290970E0
1.721226506E1,-1.354337573E0,4.307080805E-2,9.757930756E0
1.721439027E1,-1.497906923E0,-1.339980662E-1,9.915857315E0
1.721651553E1,-1.703689694E0,-2.871387079E-2,1.039442158E1
1.721864074E1,-1.320838094E0,-2.105683982E-1,1.038485050E1
1.722076600E1,-1.612762451E0,-4.354937077E-1,1.057149029E1
1.722289121E1,-1.100698471E0,-6.029912829E-1,9.997213364E0
1.722501642E1,-1.182054400E0,-3.397808075E-1,9.427721024E0
1.722714168E1,-1.378265858E0,4.785645381E-2,9.432506561E0
1.722926689E1,-9.714859724E-1,-9.571290761E-2,9.485149384E0
1.723139215E1,-1.631905079E0,1.627119333E-1,9.456435204E0
1.723351736E1,-1.272981644E0,-1.292124242E-1,9.394221306E0
1.723564257E1,-9.284151793E-1,-3.828516230E-2,8.910871506E0
1.723776783E1,-1.229910851E0,4.307080805E-2,9.020941734E0
1.723989303E1,-1.052842021E0,3.828516304E-1,8.676374435E0
1.724201829E1,-1.469193101E0,5.551348329E-1,9.030512810E0
1.724414350E1,-9.092726111E-1,4.067798555E-1,9.083154678E0
1.724626871E1,-1.296909928E0,3.876372576E-1,9.848857880E0
1.724839397E1,-9.236295223E-1,2.392822690E-2,1.026999474E1
1.725051918E1,-8.087740541E-1,-2.775674164E-1,1.051406288E1
1.725264444E1,-1.024128079E0,-6.939185858E-1,1.066241741E1
1.725476965E1,-1.225125194E0,-3.780659735E-1,1.052363396E1
1.725689486E1,-1.416550994E0,-4.163511395E-1,1.036570740E1
1.725902012E1,-1.402194023E0,9.092725813E-2,9.954142570E0
1.726114532E1,-1.311266780E0,1.914258115E-2,9.384650230E0
1.726327059E1,-1.167697430E0,3.589234054E-1,8.973084450E0
1.726539579E1,-1.411765337E0,6.508477330E-1,9.413364410E0
1.726752100E1,-1.741974831E0,7.657032609E-1,9.485149384E0
1.726964626E1,-1.885544300E0,6.125625968E-1,9.662218094E0
1.727177147E1,-1.531406522E0,2.632105052E-1,9.217152596E0
1.727389673E1,-1.976471543E0,3.493520916E-1,9.643074989E0
1.727602194E1,-1.000199914E0,-9.571290761E-2,9.600004196E0
1.727814715E1,-1.043270707E0,5.264209956E-2,9.958928108E0
1.728027241E1,-9.571290612E-1,-1.531406492E-1,9.992427826E0
1.728239762E1,-1.220339537E0,-4.546363056E-1,1.039920712E1
1.728452288E1,-1.727617979E0,-3.828516304E-1,1.074377346E1
1.728664809E1,-1.143769264E0,-3.828516304E-1,1.049491978E1
1.728877329E1,-1.138983607E0,5.742774159E-2,9.987641335E0
1.729089855E1,-1.493121386E0,1.627119333E-1,9.973284721E0
1.729302376E1,-1.258624673E0,3.732803464E-1,9.030512810E0
1.729514902E1,-1.402194023E0,4.115654826E-1,8.762516975E0
1.729727423E1,-1.478764415E0,3.206382394E-1,8.207381248E0
1.729939939E1,-1.727617979E0,2.201396823E-1,8.255238533E0
1.730152470E1,-1.674975872E0,-9.092725813E-2,8.595019341E0
1.730364991E1,-1.521835208E0,1.818545163E-1,9.202795982E0
1.730577517E1,-1.856830359E0,1.387837082E-1,1.009771156E1
1.730790038E1,-1.713261008E0,-3.349951655E-2,1.035613632E1
1.731002559E1,-1.588834286E0,-2.919243574E-1,1.022692394E1
1.731215085E1,-1.560120344E0,-3.828516304E-1,1.019820976E1
1.731427605E1,-1.392622828E0,-6.269195080E-1,9.734002113E0
1.731640132E1,-9.571290612E-1,-5.407779217E-1,9.714859962E0
1.731852652E1,-9.475577474E-1,-2.344966233E-1,9.738788605E0
1.732065173E1,-1.138983607E0,1.674975902E-1,1.032742214E1
1.732277699E1,-1.579262972E0,3.828516230E-2,1.009292603E1
1.732490220E1,-1.373480201E0,2.344966233E-1,9.470791817E0
1.732702746E1,-1.416550994E0,1.531406492E-1,9.078369141E0
1.732915267E1,-1.052842021E0,-2.871387079E-2,9.097511292E0
1.733127788E1,-1.320838094E0,3.876372576E-1,9.298508644E0
1.733340314E1,-1.201196909E0,2.392822653E-1,9.576076508E0
1.733552835E1,-1.292124271E0,3.206382394E-1,1.008335495E1
1.733765361E1,-1.670190215E0,6.221338734E-2,1.049491978E1
1.733977882E1,-1.363908887E0,-7.369893789E-1,1.046620655E1
1.734190402E1,-1.287338614E0,-8.757730722E-1,9.868000984E0
1.734402928E1,-1.182054400E0,-6.987041831E-1,1.007856941E1
1.734615449E1,-1.373480201E0,-3.684946895E-1,9.978070259E0
1.734827975E1,-1.478764415E0,1.004985496E-1,1.003549862E1
1.735040496E1,-1.292124271E0,3.445664644E-1,1.018385315E1
1.735253017E1,-1.392622828E0,5.072783828E-1,9.753145218E0
1.735465543E1,-1.540977836E0,2.201396823E-1,9.011369705E0
1.735678064E1,-1.134197950E0,2.919243574E-1,8.700303078E0
1.735890590E1,-1.043270707E0,3.732803464E-1,8.819944382E0
1.736103111E1,-1.603191137E0,6.652047038E-1,9.322437286E0
1.736315632E1,-1.655833244E0,3.732803464E-1,9.963713646E0
1.736528158E1,-1.225125194E0,2.727817893E-1,9.796216011E0
1.736740678E1,-1.426122308E0,7.178468257E-2,1.010728264E1
1.736953204E1,-1.306481123E0,-4.019941986E-1,9.930213928E0
1.737165725E1,-1.627119422E0,-6.891329288E-1,1.002114105E1
1.737378246E1,-1.703689694E0,-4.498506486E-1,9.963713646E0
1.737590772E1,-1.670190215E0,-4.977070987E-1,1.038963604E1
1.737803293E1,-1.545763373E0,-2.392822690E-2,1.051406288E1
1.738015814E1,-1.555334687E0,1.914258115E-2,1.072463131E1
1.738228340E1,-1.148554921E0,4.354937077E-1,1.005942631E1
1.738440861E1,-1.545763373E0,3.732803464E-1,9.772287369E0
1.738653387E1,-1.737189293E0,5.216353536E-1,9.178867340E0
1.738865908E1,-2.048256159E0,7.657032609E-1,9.159725189E0
1.739078428E1,-2.129612207E0,3.876372576E-1,9.231510162E0
1.739290954E1,-1.780260086E0,3.014956415E-1,9.260223389E0
1.739503475E1,-1.775474429E0,1.483550072E-1,9.695717812E0
1.739716001E1,-1.076770186E0,1.627119333E-1,9.762716293E0
1.739928522E1,-1.406979680E0,-1.627119333E-1,1.058106136E1
1.740141048E1,-1.493121386E0,-2.488535494E-1,1.060977554E1
1.740353569E1,-1.670190215E0,-4.977070987E-1,1.052841949E1
1.740566090E1,-1.560120344E0,-7.274180651E-1,1.060977554E1
1.740778616E1,-9.810572863E-1,-6.939185858E-1,9.786644936E0
1.740991137E1,-1.105484009E0,-4.977070987E-1,9.896714211E0
1.741203658E1,-6.843472719E-1,-3.206382394E-1,9.552147865E0
1.741416184E1,-1.349551916E0,2.057827413E-1,9.293723106E0
1.741628704E1,-1.287338614E0,3.972085714E-1,9.226723671E0
1.741841230E1,-1.292124271E0,7.369893789E-1,9.073583603E0
1.742053751E1,-1.799402595E0,8.853443861E-1,9.284152031E0
1.742266277E1,-1.239482164E0,4.450650215E-1,8.977870941E0
1.742478798E1,-1.617548108E0,6.987041831E-1,9.011369705E0
1.742691319E1,-1.493121386E0,1.962114573E-1,9.667003632E0
1.742903845E1,-1.646261930E0,-5.742774159E-2,1.014556789E1
1.743116366E1,-1.856830359E0,-4.259224236E-1,1.046620655E1
1.743328887E1,-1.521835208E0,-7.896314859E-1,1.037049294E1
1.743541413E1,-1.287338614E0,-9.379864931E-1,1.024606609E1
1.743753934E1,-1.325623751E0,-8.231309652E-1,9.781859398E0
1.743966460E1,-1.430907965E0,6.221338734E-2,9.791430473E0
1.744178980E1,-1.363908887E0,1.100698411E-1,1.023170948E1
1.744391501E1,-1.512263894E0,1.339980662E-1,1.046142101E1
1.744604027E1,-1.813759565E0,4.354937077E-1,1.026042366E1
1.744816548E1,-1.009771109E0,1.914258115E-2,1.004028416E1
1.745029074E1,-1.316052437E0,4.211367965E-1,9.265008926E0
1.745241595E1,-1.540977836E0,1.674975902E-1,9.183652878E0
1.745454116E1,-1.488335729E0,3.828516304E-1,9.193224907E0
1.745666642E1,-2.316252232E0,2.584248483E-1,1.043749237E1
1.745879163E1,-1.674975872E0,-2.344966233E-1,1.054756260E1
1.746091689E1,-1.502692580E0,-3.780659735E-1,1.055713367E1
1.746304210E1,-1.497906923E0,-7.944171429E-1,1.038006496E1
1.746516730E1,-1.272981644E0,-6.843472719E-1,9.958928108E0
1.746729256E1,-1.158126116E0,-2.871387303E-1,9.748359680E0
1.746941777E1,-1.052842021E0,3.828516230E-2,9.638289452E0
1.747154303E1,-1.110269666E0,3.876372576E-1,9.442078590E0
1.747366824E1,-1.205982566E0,1.196411327E-1,1.004985523E1
1.747579345E1,-1.263410330E0,6.652047038E-1,9.470791817E0
1.747791871E1,-1.282552958E0,4.785645306E-1,9.365508080E0
1.748004392E1,-1.325623751E0,5.312066078E-1,8.886942863E0
1.748216918E1,-2.024327993E0,6.317051649E-1,9.327222824E0
1.748429439E1,-1.737189293E0,2.536391914E-1,9.576076508E0
1.748641960E1,-1.540977836E0,2.871387079E-2,9.781859398E0
1.748854486E1,-1.536192179E0,-3.828516230E-2,1.013121128E1
1.749067006E1,-1.416550994E0,-1.579262912E-1,9.939785004E0
1.749279532E1,-1.823330879E0,-1.674975902E-1,1.027478027E1
1.749492053E1,-1.703689694E0,-4.259224236E-1,1.026999474E1
1.749704579E1,-1.607976794E0,-1.627119333E-1,9.978070259E0
1.749917100E1,-1.129412293E0,-4.737788737E-1,9.753145218E0
1.750129621E1,-9.475577474E-1,-2.536391914E-1,9.690931320E0
1.750342147E1,-1.004985452E0,-5.742774159E-2,9.906285286E0
1.750554668E1,-5.455635786E-1,2.488535494E-1,9.777072906E0
1.750767194E1,-1.014556766E0,8.662018180E-1,1.002592659E1
1.750979715E1,-1.301695466E0,8.757730722E-1,1.025085258E1
1.751192236E1,-1.641476393E0,6.843472719E-1,1.057149029E1
1.751404762E1,-1.292124271E0,5.742774606E-1,1.042792130E1
1.751617282E1,-1.138983607E0,1.435693651E-1,1.040399265E1
1.751829803E1,-1.593619823E0,-4.785645381E-2,1.009771156E1
1.752042329E1,-1.454836130E0,-4.594219327E-1,9.710074425E0
1.752254850E1,-1.679761529E0,-4.498506486E-1,9.600004196E0
1.752467376E1,-1.636690736E0,-8.327022791E-1,9.743574142E0
1.752679897E1,-1.574477315E0,-5.359922647E-1,9.901499748E0
1.752892418E1,-1.426122308E0,-6.125625968E-1,9.734002113E0
1.753104944E1,-1.076770186E0,-8.135596663E-2,9.705288887E0
1.753317465E1,-1.454836130E0,2.057827413E-1,9.714859962E0
1.753529986E1,-1.406979680E0,3.158525825E-1,9.734002113E0
1.753742512E1,-1.555334687E0,5.551348329E-1,9.432506561E0
1.753955032E1,-1.483550072E0,5.647061467E-1,9.432506561E0
1.754167559E1,-1.473978758E0,4.067798555E-1,8.915657043E0
1.754380079E1,-1.799402595E0,3.684946895E-1,8.973084450E0
1.754592605E1,-1.651047587E0,3.541377485E-1,9.394221306E0
1.754805126E1,-1.923829436E0,2.344966233E-1,1.039442158E1
1.755017647E1,-1.722832322E0,-4.785645287E-3,1.035135078E1
1.755230173E1,-1.627119422E0,-4.642075896E-1,1.073420238E1
1.755442694E1,-1.148554921E0,-4.498506486E-1,1.009292603E1
1.755655220E1,-1.636690736E0,-6.747759581E-1,1.049491978E1
1.755867741E1,-1.354337573E0,-5.168496966E-1,9.667003632E0
1.756080262E1,-1.512263894E0,-8.135596663E-2,1.018385315E1
1.756292788E1,-1.799402595E0,1.435693651E-1,1.007378292E1
1.756505309E1,-1.732403636E0,8.614161611E-2,1.005464077E1
1.756717835E1,-1.373480201E0,1.579262912E-1,9.734002113E0
1.756930355E1,-1.354337573E0,1.292124242E-1,9.504291534E0
1.757142876E1,-1.517049551E0,1.962114573E-1,9.580862045E0
1.757355402E1,-1.603191137E0,4.689932466E-1,9.671789169E0
1.757567923E1,-2.124826431E0,7.226324677E-1,1.007378292E1
1.757780449E1,-1.660618901E0,5.455635786E-1,1.035135078E1
1.757992970E1,-1.440479279E0,8.614161611E-2,9.944570541E0
1.758205491E1,-1.244267821E0,-2.488535494E-1,9.485149384E0
1.758418017E1,-7.896314859E-1,-7.034898400E-1,9.638289452E0
1.758630538E1,-7.417750359E-1,-4.498506486E-1,9.619147301E0
1.758843059E1,-1.172483087E0,-2.201396823E-1,9.896714211E0
1.759055585E1,-8.183453679E-1,9.571290575E-3,9.872786522E0
1.759268105E1,-9.906286001E-1,2.057827413E-1,1.006899738E1
1.759480632E1,-1.004985452E0,3.589234054E-1,9.365508080E0
1.759693152E1,-1.124626637E0,6.317051649E-1,9.126225471E0
1.759905678E1,-1.378265858E0,9.140582681E-1,8.882157326E0
1.760118199E1,-1.521835208E0,4.307080805E-1,9.269794464E0
1.760330720E1,-2.043470621E0,6.029912829E-1,9.614361763E0
1.760543246E1,-1.737189293E0,1.435693651E-1,1.016471100E1
1.760755767E1,-1.584048629E0,-2.009970993E-1,1.060020447E1
1.760968293E1,-1.339980721E0,-3.589234054E-1,1.046142101E1
1.761180814E1,-1.402194023E0,-5.742774606E-1,1.010249710E1
1.761393335E1,-1.828116536E0,-3.972085714E-1,9.997213364E0
1.761605861E1,-1.569691658E0,-8.135597110E-1,1.025563812E1
1.761818382E1,-1.411765337E0,4.785645287E-3,9.815358162E0
1.762030908E1,-1.426122308E0,-3.684946895E-1,1.006899738E1
1.762243428E1,-1.095912814E0,-1.052841991E-1,9.533005714E0
1.762455954E1,-1.000199914E0,1.531406492E-1,9.973284721E0
1.762668475E1,-9.523434043E-1,5.216353536E-1,1.012642574E1
1.762880996E1,-1.268195987E0,4.115654826E-1,1.021735287E1
1.763093522E1,-1.244267821E0,2.440679073E-1,9.930213928E0
1.763306043E1,-1.387837172E0,4.642075896E-1,9.753145218E0
1.763518564E1,-1.071984529E0,2.392822690E-2,9.805787086E0
1.763731090E1,-1.215553880E0,-2.392822690E-2,1.024128056E1
1.763943611E1,-1.588834286E0,-4.785645381E-2,1.048056316E1
1.764156137E1,-1.584048629E0,-4.594219327E-1,1.090648556E1
1.764368658E1,-1.167697430E0,-5.024927258E-1,1.075813103E1
1.764581178E1,-1.646261930E0,-8.039883971E-1,1.100219822E1
1.764793704E1,-8.901300430E-1,-3.732803464E-1,9.844072342E0
1.765006225E1,-5.694918036E-1,-1.339980662E-1,9.135796547E0
1.765218751E1,-1.359123230E0,1.722832322E-1,9.111868858E0
1.765431272E1,-1.502692580E0,5.120640397E-1,9.284152031E0
1.765643793E1,-1.076770186E0,6.604190469E-1,9.552147865E0
1.765856319E1,-1.406979680E0,5.599204898E-1,9.944570541E0
1.766068840E1,-1.593619823E0,5.024927258E-1,9.700503349E0
1.766281366E1,-1.368694544E0,5.359922647E-1,9.159725189E0
1.766493887E1,-1.550549030E0,4.450650215E-1,9.743574142E0
1.766706408E1,-1.722832322E0,6.508477330E-1,1.022213840E1
1.766918934E1,-1.732403636E0,3.254238665E-1,1.085862923E1
1.767131454E1,-1.684547186E0,4.307080805E-2,1.107398319E1
1.767343980E1,-1.684547186E0,-2.344966233E-1,1.106919765E1
1.767556501E1,-1.631905079E0,-5.838487148E-1,1.040877819E1
1.767769022E1,-1.698904037E0,-7.274180651E-1,9.987641335E0
1.767981548E1,-1.852044702E0,-3.828516304E-1,9.801001549E0
1.768194069E1,-2.163111687E0,-1.483550072E-1,9.882357597E0
1.768406595E1,-1.765903115E0,7.657032460E-2,9.992427826E0
1.768619116E1,-1.564906001E0,5.359922647E-1,1.017906761E1
1.768831637E1,-9.810572863E-1,6.125625968E-1,9.652647018E0
1.769044163E1,-1.014556766E0,4.307080805E-1,9.595218658E0
1.769256684E1,-9.236295223E-1,2.249253243E-1,9.193224907E0
1.769469204E1,-1.339980721E0,5.503492355E-1,1.017428207E1
1.769681730E1,-1.134197950E0,1.531406492E-1,1.065284634E1
1.769894251E1,-1.368694544E0,-1.004985496E-1,1.102612686E1
1.770106777E1,-8.566305041E-1,-3.732803464E-1,1.048534870E1
1.770319298E1,-5.742774606E-1,-7.034898400E-1,9.853643417E0
1.770531824E1,-1.229910851E0,-7.752745152E-1,9.939785004E0
1.770744345E1,-6.460621357E-1,-4.737788737E-1,9.796216011E0
1.770956866E1,-1.033699393E0,1.004985496E-1,9.887143135E0
1.771169392E1,-1.091127157E0,1.196411327E-1,1.022213840E1
1.771381913E1,-1.172483087E0,1.866401732E-1,1.038006496E1
1.771594434E1,-1.435693622E0,5.886343718E-1,9.714859962E0
1.771806960E1,-9.188438654E-1,3.732803464E-1,9.116654396E0
1.772019480E1,-1.469193101E0,6.460621357E-1,8.551948547E0
1.772232006E1,-1.847259045E0,6.699903309E-2,9.451649666E0
1.772444527E1,-1.234696507E0,4.115654826E-1,9.418149948E0
1.772657053E1,-1.411765337E0,2.871387303E-1,1.050927734E1
1.772869574E1,-5.599204898E-1,2.536391914E-1,1.012642574E1
1.773082095E1,-1.445264935E0,1.483550072E-1,1.142333508E1
1.773294621E1,-1.679761529E0,1.674975902E-1,1.093041420E1
1.773507142E1,-1.703689694E0,-4.211367965E-1,1.143290615E1
1.773719668E1,-1.995614052E0,-5.742774159E-2,1.079162979E1
1.773932189E1,-1.794616938E0,-9.571290575E-3,1.041356373E1
1.774144710E1,-1.301695466E0,2.392822690E-2,9.667003632E0
1.774357236E1,-1.555334687E0,1.579262912E-1,9.571290970E0
1.774569756E1,-1.277767301E0,6.460621357E-1,8.906085968E0
1.774782277E1,-2.139183521E0,6.891329288E-1,9.542576790E0
1.774994803E1,-1.708475351E0,4.115654826E-1,9.547362328E0
1.775207324E1,-1.880758643E0,4.833501875E-1,9.887143135E0
1.775419850E1,-1.603191137E0,2.297109663E-1,9.638289452E0
1.775632371E1,-1.071984529E0,-1.914258115E-2,9.906285286E0
1.775844897E1,-1.234696507E0,-2.392822690E-2,9.973284721E0
1.776057418E1,-1.440479279E0,-4.450650215E-1,1.045663452E1
1.776269939E1,-1.392622828E0,-4.881358147E-1,1.081555843E1
1.776482465E1,-1.373480201E0,-7.992027402E-1,1.104048347E1
1.776694986E1,-9.762716293E-1,-1.914258152E-1,1.024606609E1
1.776907512E1,-7.082754970E-1,1.483550072E-1,9.217152596E0
1.777120033E1,-1.071984529E0,-6.221338734E-2,9.322437286E0
1.777332553E1,-1.119840980E0,7.082754970E-1,8.810373306E0
1.777545079E1,-1.048056364E0,4.498506486E-1,9.164510727E0
1.777757600E1,-1.689332843E0,5.168496966E-1,9.623932838E0
1.777970126E1,-1.430907965E0,4.642075896E-1,9.657432556E0
1.778182647E1,-1.373480201E0,-8.614161611E-2,9.389435768E0
1.778395173E1,-1.416550994E0,2.775674164E-1,8.709874153E0
1.778607694E1,-1.636690736E0,1.914258152E-1,9.073583603E0
