"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
9.959810477E0,-3.497200832E-2,-4.825831577E-2,-1.892153621E-1
9.961935633E0,-1.908952370E-2,-4.825831577E-2,-1.977674663E-1
9.964060737E0,-1.908952370E-2,-4.703658819E-2,-1.904370934E-1
9.966185841E0,-2.764163166E-2,-4.825831577E-2,-1.867718995E-1
9.968310997E0,-3.497200832E-2,-5.436696485E-2,-1.916588247E-1
9.970436102E0,-2.886336111E-2,-1.893680729E-2,-1.928805560E-1
9.972561206E0,-3.130681813E-2,2.748891525E-2,-1.879936308E-1
9.974686310E0,-3.252854943E-2,1.527161989E-2,-1.879936308E-1
9.976811466E0,-2.519817278E-2,-2.748891525E-2,-1.965457499E-1
9.978936570E0,-1.908952370E-2,-5.436696485E-2,-1.953240186E-1
9.981061727E0,-2.275471389E-2,-3.359756246E-2,-1.892153621E-1
9.983186831E0,-3.375028074E-2,-4.276053514E-3,-1.867718995E-1
9.985311935E0,-4.108065739E-2,-2.748891525E-2,-1.855501831E-1
9.987437039E0,-4.230238497E-2,-3.115410358E-2,-1.965457499E-1
9.989562195E0,-3.375028074E-2,-1.160643063E-2,-1.928805560E-1
9.991687299E0,-3.252854943E-2,-1.404988952E-2,-1.843284518E-1
9.993812404E0,-2.153298259E-2,-6.536252797E-2,-1.928805560E-1
9.995937560E0,-1.175914705E-2,-1.032361463E-1,-1.965457499E-1
9.998062664E0,-1.542433538E-2,-2.382372692E-2,-1.916588247E-1
1.000018777E1,-2.886336111E-2,-1.038470119E-2,-1.916588247E-1
1.000231287E1,-2.764163166E-2,-2.871064469E-2,-1.892153621E-1
1.000443808E1,-2.764163166E-2,-6.719512399E-3,-1.867718995E-1
1.000656313E1,-3.252854943E-2,1.832594397E-3,-1.916588247E-1
1.000868824E1,-3.008509055E-2,-2.504545636E-2,-1.928805560E-1
1.001081339E1,-2.519817278E-2,-4.214967042E-2,-1.904370934E-1
1.001293850E1,-2.641990222E-2,-5.436696485E-2,-1.916588247E-1
1.001506360E1,-2.886336111E-2,-6.047561392E-2,-1.928805560E-1
1.001718871E1,-2.397644334E-2,-3.848448023E-2,-1.879936308E-1
1.001931386E1,-3.008509055E-2,-3.359756246E-2,-1.867718995E-1
1.002143897E1,-3.008509055E-2,-4.948004708E-2,-1.953240186E-1
1.002356412E1,-2.519817278E-2,-6.291907281E-2,-1.989891976E-1
1.002568923E1,-2.275471389E-2,-2.748891525E-2,-1.953240186E-1
1.002781433E1,-2.764163166E-2,7.941242307E-3,-1.892153621E-1
1.002993944E1,-2.764163166E-2,-3.604102135E-2,-1.892153621E-1
1.003206459E1,-1.908952370E-2,-5.925388262E-2,-1.892153621E-1
1.003418970E1,-2.519817278E-2,-1.404988952E-2,-1.892153621E-1
1.003631480E1,-3.252854943E-2,6.108647794E-4,-1.928805560E-1
1.003843990E1,-2.886336111E-2,-4.337139800E-2,-1.941022873E-1
1.004056506E1,-2.641990222E-2,-3.848448023E-2,-1.941022873E-1
1.004269016E1,-2.397644334E-2,-1.527161989E-2,-1.941022873E-1
1.004481527E1,-1.420260593E-2,-7.880155742E-2,-1.941022873E-1
1.004694042E1,-5.650499370E-3,-1.105665267E-1,-1.953240186E-1
1.004906553E1,-1.298087649E-2,-6.780599058E-2,-1.989891976E-1
1.005119063E1,-2.275471389E-2,-2.871064469E-2,-1.941022873E-1
1.005331579E1,-2.031125315E-2,-2.626718581E-2,-1.989891976E-1
1.005544089E1,-2.397644334E-2,-3.054323839E-3,-1.879936308E-1
1.005756600E1,-2.519817278E-2,-2.260199748E-2,-2.002109289E-1
1.005969115E1,-2.031125315E-2,-3.848448023E-2,-1.965457499E-1
1.006181626E1,-1.908952370E-2,-2.015853859E-2,-1.953240186E-1
1.006394136E1,-2.886336111E-2,-5.497782957E-3,-1.953240186E-1
1.006606647E1,-2.641990222E-2,-2.871064469E-2,-1.916588247E-1
1.006819162E1,-2.519817278E-2,-2.871064469E-2,-1.867718995E-1
1.007031673E1,-2.397644334E-2,-1.282816008E-2,-1.953240186E-1
1.007244183E1,-2.764163166E-2,-7.513637096E-2,-2.002109289E-1
1.007456699E1,-1.298087649E-2,-7.880155742E-2,-1.941022873E-1
1.007669209E1,-1.175914705E-2,-8.491020650E-2,-1.941022873E-1
1.007881720E1,-1.664606482E-2,-7.880155742E-2,-1.977674663E-1
1.008094235E1,-2.031125315E-2,-9.162971750E-3,-1.904370934E-1
1.008306746E1,-2.886336111E-2,2.748891525E-2,-1.879936308E-1
1.008519256E1,-3.130681813E-2,-5.497782957E-3,-1.916588247E-1
1.008731766E1,-2.397644334E-2,-5.192350596E-2,-1.989891976E-1
1.008944282E1,-1.298087649E-2,-2.138026804E-2,-1.977674663E-1
1.009156792E1,-2.275471389E-2,-6.108647794E-4,-1.843284518E-1
1.009369303E1,-3.497200832E-2,-5.192350596E-2,-1.892153621E-1
1.009581818E1,-3.252854943E-2,-4.092793912E-2,-1.989891976E-1
1.009794329E1,-2.275471389E-2,-6.719512399E-3,-1.904370934E-1
1.010006839E1,-2.153298259E-2,-8.002328873E-2,-1.867718995E-1
1.010219355E1,-2.153298259E-2,-1.178968996E-1,-1.989891976E-1
1.010431865E1,-2.275471389E-2,-3.115410358E-2,-2.014326602E-1
1.010644376E1,-2.764163166E-2,-1.038470119E-2,-1.867718995E-1
1.010856886E1,-3.130681813E-2,-6.902772188E-2,-1.928805560E-1
1.011069402E1,-2.031125315E-2,-2.260199748E-2,-2.050978541E-1
1.011281912E1,-2.031125315E-2,2.871064469E-2,-1.916588247E-1
1.011494423E1,-2.886336111E-2,-2.748891525E-2,-1.953240186E-1
1.011706938E1,-3.130681813E-2,-1.832594397E-3,-1.965457499E-1
1.011919449E1,-2.519817278E-2,2.260199748E-2,-1.867718995E-1
1.012131959E1,-2.886336111E-2,-5.070177838E-2,-1.916588247E-1
1.012344475E1,-2.641990222E-2,-5.681042373E-2,-2.014326602E-1
1.012556985E1,-1.786779426E-2,-3.848448023E-2,-1.941022873E-1
1.012769496E1,-2.031125315E-2,-7.147117704E-2,-1.892153621E-1
1.012982011E1,-2.397644334E-2,-8.368847519E-2,-2.026543915E-1
1.013194522E1,-2.519817278E-2,-1.771507785E-2,-1.965457499E-1
1.013407032E1,-3.130681813E-2,-1.282816008E-2,-1.904370934E-1
1.013619548E1,-3.252854943E-2,-5.436696485E-2,-1.965457499E-1
1.013832058E1,-3.130681813E-2,1.160643063E-2,-1.965457499E-1
1.014044569E1,-3.863719851E-2,3.359756246E-2,-1.953240186E-1
1.014257079E1,-3.252854943E-2,4.276053514E-3,-1.904370934E-1
1.014469594E1,-3.497200832E-2,1.038470119E-2,-1.904370934E-1
1.014682105E1,-3.375028074E-2,2.260199748E-2,-1.965457499E-1
1.014894615E1,-3.252854943E-2,-1.404988952E-2,-1.953240186E-1
1.015107126E1,-2.641990222E-2,1.832594397E-3,-1.928805560E-1
1.015319641E1,-2.275471389E-2,-5.497782957E-3,-2.002109289E-1
1.015532152E1,-2.641990222E-2,-4.825831577E-2,-1.879936308E-1
1.015744662E1,-1.908952370E-2,-6.047561392E-2,-2.026543915E-1
1.015957178E1,-1.298087649E-2,-3.237583488E-2,-1.989891976E-1
1.016169688E1,-2.275471389E-2,9.162971750E-3,-1.953240186E-1
1.016382199E1,-3.130681813E-2,2.138026804E-2,-1.953240186E-1
1.016594714E1,-2.519817278E-2,1.282816008E-2,-1.977674663E-1
1.016807225E1,-2.519817278E-2,2.138026804E-2,-1.892153621E-1
1.017019735E1,-2.886336111E-2,2.748891525E-2,-1.904370934E-1
1.017232246E1,-3.130681813E-2,6.108647794E-4,-2.038761228E-1
1.017444761E1,-2.519817278E-2,1.771507785E-2,-1.965457499E-1
1.017657272E1,-2.764163166E-2,7.941242307E-3,-1.892153621E-1
1.017869782E1,-2.641990222E-2,-1.038470119E-2,-1.977674663E-1
1.018082298E1,-2.031125315E-2,4.276053514E-3,-1.965457499E-1
1.018294808E1,-1.908952370E-2,-2.015853859E-2,-1.831067204E-1
1.018507318E1,-1.786779426E-2,-8.246674389E-2,-1.989891976E-1
1.018719829E1,-1.664606482E-2,-6.902772188E-2,-2.050978541E-1
1.018932345E1,-2.275471389E-2,1.038470119E-2,-1.941022873E-1
1.019144855E1,-3.497200832E-2,9.162971750E-3,-1.843284518E-1
1.019357371E1,-3.741546720E-2,-1.282816008E-2,-1.965457499E-1
1.019569881E1,-3.863719851E-2,2.626718581E-2,-1.977674663E-1
1.019782391E1,-4.474584386E-2,4.459312931E-2,-1.892153621E-1
1.019994902E1,-4.474584386E-2,2.382372692E-2,-1.953240186E-1
1.020207417E1,-4.230238497E-2,1.038470119E-2,-1.892153621E-1
1.020419928E1,-4.474584386E-2,9.162971750E-3,-1.953240186E-1
1.020632438E1,-4.718930274E-2,2.015853859E-2,-1.892153621E-1
1.020844954E1,-4.108065739E-2,9.162971750E-3,-1.904370934E-1
1.021057464E1,-4.108065739E-2,-3.359756246E-2,-1.953240186E-1
1.021269975E1,-3.741546720E-2,-9.162971750E-3,-2.050978541E-1
1.021482485E1,-3.008509055E-2,2.504545636E-2,-2.002109289E-1
1.021695001E1,-2.397644334E-2,1.038470119E-2,-1.867718995E-1
1.021907511E1,-2.153298259E-2,5.497782957E-3,-1.953240186E-1
1.022120022E1,-1.908952370E-2,1.160643063E-2,-1.953240186E-1
1.022332537E1,-1.664606482E-2,2.993237413E-2,-1.965457499E-1
1.022545048E1,-2.275471389E-2,4.214967042E-2,-1.904370934E-1
1.022757558E1,-2.641990222E-2,2.626718581E-2,-1.953240186E-1
1.022970074E1,-2.275471389E-2,2.382372692E-2,-1.965457499E-1
1.023182584E1,-2.153298259E-2,3.115410358E-2,-1.989891976E-1
1.023395094E1,-2.153298259E-2,3.115410358E-2,-1.928805560E-1
1.023607605E1,-1.542433538E-2,-9.162971750E-3,-1.965457499E-1
1.023820121E1,-6.872228812E-3,-2.993237413E-2,-2.002109289E-1
1.024032631E1,-4.428769462E-3,-4.276053514E-3,-2.026543915E-1
1.024245141E1,-1.053741761E-2,1.832594397E-3,-1.965457499E-1
1.024457657E1,-1.175914705E-2,3.237583488E-2,-1.965457499E-1
1.024670167E1,-1.298087649E-2,3.481929377E-2,-1.965457499E-1
1.024882678E1,-1.542433538E-2,-2.138026804E-2,-2.038761228E-1
1.025095194E1,-1.542433538E-2,4.276053514E-3,-2.002109289E-1
1.025307704E1,-2.397644334E-2,7.513637096E-2,-1.928805560E-1
1.025520214E1,-3.619373962E-2,4.092793912E-2,-1.965457499E-1
1.025732730E1,-3.375028074E-2,2.993237413E-2,-2.014326602E-1
1.025945240E1,-2.764163166E-2,4.948004708E-2,-2.002109289E-1
1.026157751E1,-2.764163166E-2,1.527161989E-2,-1.941022873E-1
1.026370266E1,-1.664606482E-2,-4.214967042E-2,-2.002109289E-1
1.026582777E1,-1.053741761E-2,-2.626718581E-2,-2.014326602E-1
1.026795287E1,-2.153298259E-2,2.015853859E-2,-2.014326602E-1
1.027007798E1,-3.008509055E-2,2.993237413E-2,-1.941022873E-1
1.027220313E1,-2.519817278E-2,1.771507785E-2,-2.026543915E-1
1.027432824E1,-2.886336111E-2,4.948004708E-2,-2.014326602E-1
1.027645334E1,-3.130681813E-2,8.124501258E-2,-1.965457499E-1
1.027857850E1,-2.641990222E-2,4.214967042E-2,-1.904370934E-1
1.028070360E1,-2.641990222E-2,3.115410358E-2,-1.965457499E-1
1.028282871E1,-3.252854943E-2,5.070177838E-2,-1.928805560E-1
1.028495386E1,-3.252854943E-2,3.237583488E-2,-1.928805560E-1
1.028707897E1,-3.375028074E-2,1.282816008E-2,-1.965457499E-1
1.028920407E1,-3.252854943E-2,5.192350596E-2,-2.038761228E-1
1.029132923E1,-2.397644334E-2,1.038470119E-2,-1.928805560E-1
1.029345433E1,-1.420260593E-2,-4.825831577E-2,-1.928805560E-1
1.029557944E1,-1.053741761E-2,-1.893680729E-2,-1.989891976E-1
1.029770454E1,-1.298087649E-2,1.527161989E-2,-1.989891976E-1
1.029982970E1,-9.315688163E-3,2.138026804E-2,-1.953240186E-1
1.030195480E1,-6.872228812E-3,3.237583488E-2,-1.989891976E-1
1.030407990E1,-8.093958721E-3,3.481929377E-2,-1.965457499E-1
1.030620506E1,-1.298087649E-2,3.481929377E-2,-1.977674663E-1
1.030833016E1,-1.420260593E-2,2.748891525E-2,-1.953240186E-1
1.031045527E1,-1.908952370E-2,4.092793912E-2,-2.014326602E-1
1.031258042E1,-2.275471389E-2,4.948004708E-2,-1.953240186E-1
1.031470553E1,-2.153298259E-2,5.070177838E-2,-2.014326602E-1
1.031683063E1,-9.315688163E-3,1.893680729E-2,-2.002109289E-1
1.031895579E1,4.581485991E-4,-7.941242307E-3,-2.014326602E-1
1.032108089E1,4.123337101E-3,-7.941242307E-3,-2.038761228E-1
1.032320600E1,2.901607659E-3,3.054323839E-3,-2.063195854E-1
1.032533110E1,-6.872228812E-3,7.941242307E-3,-2.075413018E-1
1.032745626E1,-3.207040019E-3,4.214967042E-2,-2.038761228E-1
1.032958136E1,-5.650499370E-3,6.291907281E-2,-2.014326602E-1
1.033170647E1,-3.207040019E-3,5.803215504E-2,-2.014326602E-1
1.033383162E1,-7.635809598E-4,2.138026804E-2,-2.038761228E-1
1.033595673E1,4.123337101E-3,4.214967042E-2,-2.050978541E-1
1.033808183E1,-9.315688163E-3,6.169734150E-2,-2.014326602E-1
1.034020699E1,-1.420260593E-2,6.047561392E-2,-2.075413018E-1
1.034233209E1,-1.786779426E-2,6.902772188E-2,-2.026543915E-1
1.034445720E1,-1.542433538E-2,6.047561392E-2,-2.026543915E-1
1.034658230E1,-1.053741761E-2,2.504545636E-2,-1.977674663E-1
1.034870746E1,4.581485991E-4,-4.276053514E-3,-2.099847645E-1
1.035083256E1,4.581485991E-4,-1.893680729E-2,-2.026543915E-1
1.035295766E1,-9.315688163E-3,2.748891525E-2,-2.026543915E-1
1.035508282E1,-1.908952370E-2,7.757982612E-2,-2.002109289E-1
1.035720792E1,-1.786779426E-2,5.192350596E-2,-2.050978541E-1
1.035933303E1,-9.315688163E-3,2.871064469E-2,-1.941022873E-1
1.036145818E1,-4.428769462E-3,2.260199748E-2,-2.075413018E-1
1.036358329E1,-5.650499370E-3,2.626718581E-2,-1.965457499E-1
1.036570839E1,-1.664606482E-2,3.359756246E-2,-2.002109289E-1
1.036783355E1,-2.519817278E-2,4.703658819E-2,-1.977674663E-1
1.036995865E1,-2.641990222E-2,2.871064469E-2,-1.977674663E-1
1.037208376E1,-1.786779426E-2,3.237583488E-2,-2.014326602E-1
1.037420886E1,-1.542433538E-2,2.138026804E-2,-2.002109289E-1
1.037633402E1,-6.872228812E-3,-1.527161989E-2,-2.063195854E-1
1.037845912E1,9.010255337E-3,-1.771507785E-2,-2.014326602E-1
1.038058423E1,7.788525894E-3,7.941242307E-3,-1.977674663E-1
1.038270938E1,-7.635809598E-4,3.604102135E-2,-2.014326602E-1
1.038483449E1,4.581485991E-4,4.581485689E-2,-2.026543915E-1
1.038695959E1,1.679878100E-3,7.024945319E-2,-2.014326602E-1
1.038908475E1,-4.428769462E-3,7.024945319E-2,-2.026543915E-1
1.039120985E1,1.679878100E-3,4.214967042E-2,-2.014326602E-1
1.039333496E1,6.566796452E-3,4.703658819E-2,-2.002109289E-1
1.039546006E1,1.679878100E-3,6.536252797E-2,-1.965457499E-1
1.039758522E1,4.581485991E-4,3.970621154E-2,-2.026543915E-1
1.039971032E1,1.145371422E-2,-1.404988952E-2,-2.014326602E-1
1.040183542E1,1.878409274E-2,-4.276053514E-3,-2.026543915E-1
1.040396058E1,1.023198478E-2,2.626718581E-2,-1.977674663E-1
1.040608568E1,6.566796452E-3,3.054323839E-3,-2.050978541E-1
1.040821079E1,1.511890348E-2,-1.282816008E-2,-2.050978541E-1
1.041033594E1,1.634063199E-2,3.970621154E-2,-2.050978541E-1
1.041246105E1,1.267544460E-2,6.169734150E-2,-2.087630332E-1
1.041458615E1,1.389717404E-2,2.993237413E-2,-2.026543915E-1
1.041671131E1,2.367101051E-2,2.382372692E-2,-2.087630332E-1
1.041883641E1,9.010255337E-3,4.337139800E-2,-1.989891976E-1
1.042096152E1,-7.635809598E-4,6.291907281E-2,-2.063195854E-1
1.042308662E1,-1.985310577E-3,5.436696485E-2,-2.002109289E-1
1.042521178E1,-3.207040019E-3,1.893680729E-2,-2.063195854E-1
1.042733688E1,-8.093958721E-3,1.038470119E-2,-2.099847645E-1
1.042946199E1,6.566796452E-3,4.276053514E-3,-2.075413018E-1
1.043158714E1,1.511890348E-2,-4.337139800E-2,-2.014326602E-1
1.043371225E1,1.023198478E-2,-9.224057943E-2,-2.099847645E-1
1.043583735E1,9.010255337E-3,-6.414080411E-2,-2.173151523E-1
1.043796251E1,9.010255337E-3,1.160643063E-2,-2.087630332E-1
1.044008761E1,-1.175914705E-2,5.436696485E-2,-2.026543915E-1
1.044221272E1,-2.641990222E-2,6.047561392E-2,-2.112064958E-1
1.044433787E1,-2.275471389E-2,5.436696485E-2,-2.063195854E-1
1.044646298E1,-1.298087649E-2,6.536252797E-2,-2.038761228E-1
1.044858808E1,-1.298087649E-2,4.214967042E-2,-2.050978541E-1
1.045071319E1,-1.420260593E-2,-3.054323839E-3,-2.099847645E-1
1.045283834E1,-6.872228812E-3,-4.276053514E-3,-2.050978541E-1
1.045496344E1,-5.650499370E-3,-7.941242307E-3,-2.014326602E-1
1.045708860E1,-1.175914705E-2,-1.160643063E-2,-2.050978541E-1
1.045921371E1,-9.315688163E-3,-4.276053514E-3,-2.014326602E-1
1.046133881E1,-1.985310577E-3,-4.703658819E-2,-2.075413018E-1
1.046346391E1,6.566796452E-3,-4.581485689E-2,-2.136499584E-1
1.046558907E1,1.145371422E-2,-1.038470119E-2,-2.075413018E-1
1.046771417E1,9.010255337E-3,6.719512399E-3,-1.989891976E-1
1.046983928E1,-7.635809598E-4,4.092793912E-2,-2.014326602E-1
1.047196444E1,1.679878100E-3,6.780599058E-2,-2.026543915E-1
1.047408954E1,1.023198478E-2,3.359756246E-2,-1.989891976E-1
1.047621464E1,6.566796452E-3,-3.359756246E-2,-2.038761228E-1
1.047833980E1,1.389717404E-2,2.382372692E-2,-2.087630332E-1
1.048046490E1,1.145371422E-2,4.459312931E-2,-2.002109289E-1
1.048259001E1,4.123337101E-3,-3.970621154E-2,-2.026543915E-1
1.048471516E1,1.145371422E-2,-4.337139800E-2,-2.063195854E-1
1.048684027E1,2.733619884E-2,-3.054323839E-3,-2.063195854E-1
1.048896537E1,3.222311661E-2,-3.970621154E-2,-2.026543915E-1
1.049109048E1,2.855792828E-2,-9.101885557E-2,-2.050978541E-1
1.049321563E1,3.100138716E-2,-7.635809481E-2,-2.112064958E-1
1.049534074E1,2.977965772E-2,-3.115410358E-2,-2.050978541E-1
1.049746584E1,1.756236330E-2,-1.893680729E-2,-2.038761228E-1
1.049959100E1,-7.635809598E-4,-4.276053514E-3,-2.124282271E-1
1.050171610E1,-4.428769462E-3,5.192350596E-2,-2.112064958E-1
1.050384121E1,-3.207040019E-3,7.269290835E-2,-2.050978541E-1
1.050596631E1,-4.428769462E-3,3.237583488E-2,-2.050978541E-1
1.050809147E1,-5.650499370E-3,-1.038470119E-2,-2.148716897E-1
1.051021657E1,4.123337101E-3,6.719512399E-3,-2.124282271E-1
1.051234167E1,2.901607659E-3,-6.719512399E-3,-2.087630332E-1
1.051446683E1,-3.207040019E-3,-5.192350596E-2,-2.160934210E-1
1.051659194E1,4.581485991E-4,-6.047561392E-2,-2.173151523E-1
1.051871704E1,1.023198478E-2,-1.527161989E-2,-2.087630332E-1
1.052084220E1,7.788525894E-3,-4.948004708E-2,-2.063195854E-1
1.052296730E1,2.901607659E-3,-5.681042373E-2,-2.136499584E-1
1.052509240E1,4.123337101E-3,1.404988952E-2,-2.160934210E-1
1.052721756E1,-7.635809598E-4,4.459312931E-2,-2.026543915E-1
1.052934266E1,-1.175914705E-2,-7.941242307E-3,-2.124282271E-1
1.053146777E1,-9.315688163E-3,-6.108647794E-4,-2.160934210E-1
1.053359292E1,-7.635809598E-4,5.497782957E-3,-2.124282271E-1
1.053571803E1,-8.093958721E-3,-4.581485689E-2,-2.026543915E-1
1.053784313E1,-8.093958721E-3,-2.871064469E-2,-2.173151523E-1
1.053996824E1,1.679878100E-3,1.282816008E-2,-2.160934210E-1
1.054209339E1,6.566796452E-3,-4.092793912E-2,-2.050978541E-1
1.054421850E1,1.389717404E-2,-8.246674389E-2,-2.099847645E-1
1.054634360E1,2.000582218E-2,-6.291907281E-2,-2.160934210E-1
1.054846876E1,2.611446939E-2,-5.192350596E-2,-2.124282271E-1
1.055059386E1,2.122755162E-2,-9.590577334E-2,-2.136499584E-1
1.055271897E1,2.000582218E-2,-5.558869615E-2,-2.148716897E-1
1.055484412E1,1.756236330E-2,2.504545636E-2,-2.050978541E-1
1.055696923E1,1.023198478E-2,7.941242307E-3,-2.063195854E-1
1.055909433E1,7.788525894E-3,-9.162971750E-3,-2.112064958E-1
1.056121949E1,1.878409274E-2,6.719512399E-3,-2.063195854E-1
1.056334464E1,2.122755162E-2,-1.893680729E-2,-2.087630332E-1
1.056546970E1,1.389717404E-2,-5.925388262E-2,-2.136499584E-1
1.056759485E1,1.267544460E-2,-1.893680729E-2,-2.160934210E-1
1.056971996E1,2.611446939E-2,7.941242307E-3,-2.050978541E-1
1.057184506E1,2.122755162E-2,-7.513637096E-2,-2.038761228E-1
1.057397022E1,2.244928107E-2,-8.857539296E-2,-2.185368687E-1
1.057609532E1,3.100138716E-2,-4.092793912E-2,-2.173151523E-1
1.057822042E1,3.344484791E-2,-4.459312931E-2,-2.014326602E-1
1.058034558E1,2.000582218E-2,-7.147117704E-2,-2.075413018E-1
1.058247068E1,1.267544460E-2,6.719512399E-3,-2.148716897E-1
1.058459579E1,1.679878100E-3,5.681042373E-2,-1.977674663E-1
1.058672089E1,-6.872228812E-3,-1.832594397E-3,-2.002109289E-1
1.058884605E1,-1.985310577E-3,-2.626718581E-2,-2.222020626E-1
1.059097115E1,6.566796452E-3,1.893680729E-2,-2.136499584E-1
1.059309626E1,6.566796452E-3,-2.382372692E-2,-2.026543915E-1
1.059522141E1,1.389717404E-2,-9.101885557E-2,-2.160934210E-1
1.059734652E1,2.000582218E-2,-8.491020650E-2,-2.148716897E-1
1.059947162E1,2.733619884E-2,-5.558869615E-2,-2.112064958E-1
1.060159678E1,1.756236330E-2,-9.590577334E-2,-2.063195854E-1
1.060372188E1,1.511890348E-2,-9.590577334E-2,-2.173151523E-1
1.060584699E1,7.788525894E-3,-1.771507785E-2,-2.087630332E-1
1.060797214E1,-7.635809598E-4,-7.941242307E-3,-2.124282271E-1
1.061009725E1,-4.428769462E-3,-3.726275265E-2,-2.160934210E-1
1.061222235E1,4.123337101E-3,-2.871064469E-2,-2.160934210E-1
1.061434746E1,1.389717404E-2,-6.536252797E-2,-2.136499584E-1
1.061647261E1,1.634063199E-2,-9.224057943E-2,-2.173151523E-1
1.061859772E1,1.634063199E-2,-6.047561392E-2,-2.087630332E-1
1.062072282E1,6.566796452E-3,-5.436696485E-2,-2.124282271E-1
1.062284798E1,-7.635809598E-4,-6.047561392E-2,-2.173151523E-1
1.062497308E1,-5.650499370E-3,-3.970621154E-2,-2.185368687E-1
1.062709819E1,1.679878100E-3,-3.359756246E-2,-2.075413018E-1
1.062922334E1,4.581485991E-4,-8.979712427E-2,-2.160934210E-1
1.063134844E1,9.010255337E-3,-8.368847519E-2,-2.173151523E-1
1.063347355E1,1.145371422E-2,-7.391463965E-2,-2.112064958E-1
1.063559871E1,1.145371422E-2,-5.803215504E-2,-2.148716897E-1
1.063772381E1,7.788525894E-3,-2.015853859E-2,-2.160934210E-1
1.063984891E1,6.566796452E-3,-4.276053514E-3,-2.148716897E-1
1.064197402E1,1.145371422E-2,-3.237583488E-2,-2.099847645E-1
1.064409917E1,1.511890348E-2,-2.993237413E-2,-2.112064958E-1
1.064622428E1,1.023198478E-2,-1.527161989E-2,-2.112064958E-1
1.064834944E1,7.788525894E-3,-4.825831577E-2,-2.099847645E-1
1.065047454E1,7.788525894E-3,-5.925388262E-2,-2.185368687E-1
1.065259964E1,9.010255337E-3,-3.481929377E-2,-2.136499584E-1
1.065472475E1,9.010255337E-3,-7.024945319E-2,-2.136499584E-1
1.065684990E1,1.756236330E-2,-1.069013327E-1,-2.124282271E-1
1.065897501E1,2.733619884E-2,-8.735366166E-2,-2.160934210E-1
1.066110011E1,2.855792828E-2,-6.536252797E-2,-2.160934210E-1
1.066322527E1,2.977965772E-2,-6.780599058E-2,-2.173151523E-1
1.066535037E1,2.367101051E-2,-2.138026804E-2,-2.136499584E-1
1.066747548E1,1.267544460E-2,1.038470119E-2,-2.099847645E-1
1.066960058E1,1.023198478E-2,-1.527161989E-2,-2.124282271E-1
1.067172574E1,1.267544460E-2,-2.626718581E-2,-2.112064958E-1
1.067385084E1,1.023198478E-2,-5.314523727E-2,-2.136499584E-1
1.067597595E1,1.267544460E-2,-9.101885557E-2,-2.148716897E-1
1.067810110E1,1.634063199E-2,-6.291907281E-2,-2.160934210E-1
1.068022621E1,4.123337101E-3,-1.893680729E-2,-2.136499584E-1
1.068235136E1,4.581485991E-4,-3.115410358E-2,-2.124282271E-1
1.068447647E1,1.389717404E-2,-9.101885557E-2,-2.136499584E-1
1.068660157E1,2.000582218E-2,-9.224057943E-2,-2.099847645E-1
1.068872667E1,1.023198478E-2,-6.780599058E-2,-2.197586000E-1
1.069085183E1,6.566796452E-3,-4.581485689E-2,-2.160934210E-1
1.069297694E1,4.581485991E-4,-2.015853859E-2,-2.063195854E-1
1.069510204E1,-6.872228812E-3,-1.893680729E-2,-2.148716897E-1
1.069722720E1,5.345067009E-3,-2.504545636E-2,-2.124282271E-1
1.069935230E1,6.566796452E-3,-6.047561392E-2,-2.136499584E-1
1.070147740E1,2.901607659E-3,-4.581485689E-2,-2.185368687E-1
1.070360251E1,4.123337101E-3,-2.382372692E-2,-2.136499584E-1
1.070572766E1,7.788525894E-3,-5.314523727E-2,-2.050978541E-1
1.070785277E1,9.010255337E-3,-7.269290835E-2,-2.197586000E-1
1.070997787E1,5.345067009E-3,-3.604102135E-2,-2.148716897E-1
1.071210303E1,1.267544460E-2,-3.481929377E-2,-2.087630332E-1
1.071422813E1,2.244928107E-2,-1.056796089E-1,-2.160934210E-1
1.071635324E1,2.855792828E-2,-1.142317131E-1,-2.258672565E-1
1.071847839E1,2.733619884E-2,-4.337139800E-2,-2.160934210E-1
1.072060350E1,2.122755162E-2,-2.015853859E-2,-2.026543915E-1
1.072272860E1,1.511890348E-2,-4.214967042E-2,-2.173151523E-1
1.072485376E1,1.511890348E-2,9.162971750E-3,-2.173151523E-1
1.072697886E1,1.756236330E-2,1.527161989E-2,-2.148716897E-1
1.072910397E1,1.878409274E-2,6.719512399E-3,-2.099847645E-1
1.073122912E1,1.878409274E-2,-1.404988952E-2,-2.160934210E-1
1.073335423E1,2.244928107E-2,-3.359756246E-2,-2.197586000E-1
1.073547933E1,2.855792828E-2,-4.459312931E-2,-2.136499584E-1
1.073760449E1,2.367101051E-2,-4.337139800E-2,-2.124282271E-1
1.073972959E1,2.733619884E-2,-4.825831577E-2,-2.148716897E-1
1.074185470E1,2.489273995E-2,-9.224057943E-2,-2.160934210E-1
1.074397985E1,2.611446939E-2,-4.092793912E-2,-2.160934210E-1
1.074610496E1,2.855792828E-2,1.160643063E-2,-2.075413018E-1
1.074823006E1,2.000582218E-2,-9.162971750E-3,-2.050978541E-1
1.075035516E1,1.878409274E-2,2.626718581E-2,-2.185368687E-1
1.075248032E1,2.367101051E-2,6.780599058E-2,-2.148716897E-1
