"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
1.163057334E1,2.019542217E0,-1.062413216E0,9.064012527E0
1.163269850E1,1.732403636E0,-7.082754970E-1,8.944371223E0
1.163482360E1,2.139183521E0,-8.135596663E-2,9.174081802E0
1.163694871E1,1.741974831E0,-4.594219327E-1,9.556933403E0
1.163907386E1,1.646261930E0,-2.488535494E-1,9.542576790E0
1.164119897E1,9.284151793E-1,6.987041831E-1,9.298508644E0
1.164332407E1,9.475577474E-1,1.071984529E0,9.064012527E0
1.164544923E1,8.757730722E-1,6.029912829E-1,9.556933403E0
1.164757433E1,1.521835208E0,5.264210105E-1,1.010249710E1
1.164969944E1,1.971685886E0,5.694918036E-1,1.048056316E1
1.165182459E1,1.770688772E0,-3.684946895E-1,1.097348499E1
1.165394970E1,1.852044702E0,-3.349951804E-1,1.119362450E1
1.165607480E1,1.861616015E0,-4.019941986E-1,1.152861977E1
1.165819996E1,1.335195065E0,-1.119840980E0,1.085862923E1
1.166032506E1,1.966900229E0,-1.277767301E0,1.014556789E1
1.166245016E1,2.177468538E0,-6.412764788E-1,9.566504478E0
1.166457532E1,2.474178553E0,-7.704889178E-1,9.542576790E0
1.166670042E1,1.933400750E0,-7.322037220E-1,8.896514893E0
1.166882553E1,1.785045743E0,-1.339980662E-1,9.016156197E0
1.167095069E1,1.368694544E0,-2.871387303E-1,9.154939651E0
1.167307579E1,1.272981644E0,-3.732803464E-1,9.064012527E0
1.167520089E1,1.938186288E0,5.647061467E-1,9.150154114E0
1.167732605E1,1.311266780E0,7.657032609E-1,9.686145782E0
1.167945115E1,1.799402595E0,7.130611539E-1,9.868000984E0
1.168157626E1,1.517049551E0,3.876372576E-1,1.008335495E1
1.168370141E1,1.373480201E0,2.775674164E-1,1.070070267E1
1.168582652E1,8.805587292E-1,1.770688742E-1,1.110748291E1
1.168795162E1,1.995614052E0,-4.450650215E-1,1.116491032E1
1.169007678E1,1.837687731E0,-1.655833244E0,1.105005455E1
1.169220188E1,1.832902193E0,-1.813759565E0,1.060499001E1
1.169432699E1,1.871187329E0,-5.742774606E-1,1.018385315E1
1.169645214E1,1.847259045E0,-6.460621357E-1,1.018863869E1
1.169857725E1,1.952543259E0,-8.135597110E-1,9.623932838E0
1.170070235E1,1.938186288E0,-8.614161611E-2,8.896514893E0
1.170282751E1,1.158126116E0,4.211367965E-1,8.982656479E0
1.170495261E1,2.115255117E0,6.221338734E-2,9.164510727E0
1.170707772E1,1.856830359E0,1.435693651E-1,9.183652878E0
1.170920287E1,1.100698471E0,9.236295223E-1,9.288937569E0
1.171132798E1,1.153340459E0,6.604190469E-1,9.820143700E0
1.171345308E1,1.875972986E0,-4.307080805E-2,1.019342422E1
1.171557824E1,2.048256159E0,-2.632105052E-1,1.031785107E1
1.171770334E1,1.871187329E0,-3.828516230E-2,1.059063339E1
1.171982845E1,2.340180635E0,2.871387079E-2,1.076291656E1
1.172195360E1,1.660618901E0,-6.269195080E-1,1.124626637E1
1.172407871E1,1.727617979E0,-3.014956415E-1,1.078205872E1
1.172620381E1,1.670190215E0,-7.417750359E-1,1.049013424E1
1.172832897E1,1.933400750E0,-1.115055323E0,1.009292603E1
1.173045407E1,1.928615093E0,-6.221339107E-1,9.853643417E0
1.173257923E1,2.416750908E0,-6.987041831E-1,9.308079720E0
1.173470433E1,2.335394859E0,-5.647061467E-1,8.705088615E0
1.173682944E1,1.493121386E0,7.657032460E-2,8.585447311E0
1.173895459E1,1.512263894E0,6.221339107E-1,8.681160927E0
1.174107970E1,2.167897224E0,4.259224236E-1,8.953942299E0
1.174320480E1,2.005185366E0,4.259224236E-1,9.533005714E0
1.174532996E1,1.574477315E0,9.475577474E-1,1.004506969E1
1.174745506E1,1.741974831E0,6.460621357E-1,1.024606609E1
1.174958016E1,1.746760488E0,9.571290575E-3,1.081555843E1
1.175170532E1,1.311266780E0,-4.211367965E-1,1.136112213E1
1.175383042E1,1.392622828E0,-4.881358147E-1,1.077727318E1
1.175595553E1,2.048256159E0,-3.637090325E-1,1.020299530E1
1.175808069E1,2.086541414E0,-1.335195065E0,1.087298584E1
1.176020579E1,2.019542217E0,-1.191625714E0,1.058584690E1
1.176233089E1,1.847259045E0,-4.785645287E-3,9.671789169E0
1.176445605E1,1.296909928E0,-3.014956415E-1,9.944570541E0
1.176658115E1,2.072184324E0,-3.349951655E-2,9.509077072E0
1.176870626E1,1.933400750E0,-1.818545163E-1,8.834300995E0
1.177083136E1,2.033899307E0,2.392822690E-2,8.599804878E0
1.177295652E1,1.665404558E0,-9.571290761E-2,8.867800713E0
1.177508162E1,1.761117458E0,7.130611539E-1,9.006584167E0
1.177720678E1,9.332008362E-1,-1.435693651E-1,9.872786522E0
1.177933188E1,1.349551916E0,-3.972085714E-1,1.049013424E1
1.178145699E1,1.033699393E0,3.972085714E-1,1.047577763E1
1.178358214E1,1.191625714E0,7.034898400E-1,1.079641533E1
1.178570725E1,1.335195065E0,-1.627119333E-1,1.074377346E1
1.178783235E1,2.038684845E0,-1.100698411E-1,1.021735287E1
1.178995746E1,1.718046665E0,2.775674164E-1,9.872786522E0
1.179208261E1,1.674975872E0,-4.977070987E-1,1.018863869E1
1.179420772E1,2.249253273E0,-9.906286001E-1,1.014556789E1
1.179633287E1,2.206182480E0,-1.028913736E0,9.858428955E0
1.179845798E1,2.445464849E0,-7.178468108E-1,9.571290970E0
1.180058308E1,1.866401672E0,-6.508477330E-1,9.317651749E0
1.180270824E1,2.321038008E0,-1.244267747E-1,9.169296265E0
1.180483334E1,1.665404558E0,2.153540403E-1,8.910871506E0
1.180695845E1,2.029113531E0,1.866401732E-1,9.011369705E0
1.180908360E1,1.526620865E0,-1.435693651E-1,9.509077072E0
1.181120871E1,1.631905079E0,2.632105052E-1,1.005464077E1
1.181333381E1,1.828116536E0,3.732803464E-1,9.973284721E0
1.181545897E1,1.765903115E0,7.657032460E-2,9.930213928E0
1.181758407E1,1.488335729E0,1.387837082E-1,1.020299530E1
1.181970917E1,1.263410330E0,-1.818545163E-1,1.084427261E1
1.182183433E1,2.129612207E0,-5.168496966E-1,1.057627583E1
1.182395944E1,2.263610125E0,-6.843472719E-1,1.006421185E1
1.182608454E1,1.655833244E0,-7.322037220E-1,1.022692394E1
1.182820970E1,1.617548108E0,-5.407779217E-1,9.911071777E0
1.183033480E1,1.727617979E0,-5.886343718E-1,9.781859398E0
1.183245990E1,2.019542217E0,-8.805587292E-1,9.700503349E0
1.183458506E1,2.053041935E0,-1.105484009E0,9.571290970E0
1.183671016E1,2.206182480E0,-6.173482537E-1,9.226723671E0
1.183883527E1,1.875972986E0,-3.876372576E-1,9.389435768E0
1.184096042E1,1.938186288E0,-6.699903309E-2,9.250652313E0
1.184308553E1,8.853443861E-1,2.871387303E-1,9.140582085E0
1.184521069E1,1.167697430E0,8.135597110E-1,9.614361763E0
1.184733579E1,8.422735929E-1,3.397808075E-1,1.018863869E1
1.184946089E1,1.947757602E0,3.397808075E-1,1.011206818E1
1.185158600E1,1.952543259E0,-2.871387079E-2,1.041835022E1
1.185371115E1,1.899901152E0,-7.178468257E-2,1.081555843E1
1.185583626E1,1.808973908E0,-1.914258152E-1,1.098305607E1
1.185796141E1,1.708475351E0,-6.460621357E-1,1.115055370E1
1.186008652E1,1.598405480E0,-6.125625968E-1,1.068156052E1
1.186221162E1,1.540977836E0,-6.029912829E-1,1.021735287E1
1.186433678E1,2.009970903E0,-1.076770186E0,9.887143135E0
1.186646188E1,2.431107759E0,-1.119840980E0,9.753145218E0
1.186858699E1,2.388036966E0,-5.886343718E-1,9.523433685E0
1.187071214E1,1.598405480E0,-1.722832322E-1,9.528220177E0
1.187283725E1,1.469193101E0,-2.344966233E-1,9.724431038E0
1.187496235E1,1.674975872E0,5.120640397E-1,9.489934921E0
1.187708751E1,1.674975872E0,4.833501875E-1,9.427721024E0
1.187921261E1,1.019342422E0,3.732803464E-1,9.667003632E0
1.188133772E1,1.220339537E0,1.153340459E0,9.767501831E0
1.188346287E1,1.641476393E0,5.934200287E-1,1.017428207E1
1.188558798E1,1.292124271E0,-1.866401732E-1,1.044227791E1
1.188771308E1,5.120640397E-1,-2.871387079E-2,1.072941685E1
1.188983824E1,2.048256159E0,3.684946895E-1,1.085862923E1
1.189196334E1,1.899901152E0,-8.566305041E-1,1.065284634E1
1.189408845E1,1.751546144E0,-1.263410330E0,1.022213840E1
1.189621360E1,1.430907965E0,-5.599204898E-1,9.896714211E0
1.189833871E1,1.875972986E0,-7.992027402E-1,1.023170948E1
1.190046381E1,1.483550072E0,-1.536192179E0,1.007378292E1
1.190258897E1,9.667003751E-1,-9.954141974E-1,9.757930756E0
1.190471407E1,1.560120344E0,2.488535494E-1,9.437292099E0
1.190683917E1,1.574477315E0,-2.727817893E-1,9.489934921E0
1.190896433E1,2.033899307E0,-2.153540403E-1,9.403793335E0
1.191108944E1,8.949156404E-1,5.216353536E-1,9.341579437E0
1.191321454E1,1.201196909E0,7.800601721E-1,9.614361763E0
1.191533970E1,1.091127157E0,-3.828516230E-2,1.022692394E1
1.191746480E1,1.670190215E0,2.871387079E-2,1.089212894E1
1.191958990E1,1.124626637E0,-3.158525825E-1,1.107398319E1
1.192171506E1,1.703689694E0,-5.694918036E-1,1.089691448E1
1.192384016E1,1.919043779E0,-4.833501875E-1,1.068156052E1
1.192596527E1,1.526620865E0,-6.987041831E-1,1.096869946E1
1.192809042E1,1.670190215E0,-1.048056364E0,1.054277611E1
1.193021553E1,1.670190215E0,-8.997012973E-1,9.738788605E0
1.193234069E1,2.009970903E0,-7.274180651E-1,9.705288887E0
1.193446579E1,2.005185366E0,-1.071984529E0,9.724431038E0
1.193659089E1,1.952543259E0,-2.440679073E-1,9.241081238E0
1.193871600E1,1.560120344E0,5.264209956E-2,9.221938133E0
1.194084115E1,2.311466694E0,-4.689932466E-1,8.977870941E0
1.194296626E1,1.756331801E0,-5.647061467E-1,8.336593628E0
1.194509136E1,1.488335729E0,7.369893789E-1,8.480163574E0
1.194721652E1,1.770688772E0,1.158126116E0,9.566504478E0
1.194934162E1,1.584048629E0,1.100698411E-1,1.003549862E1
1.195146678E1,7.130611539E-1,9.379864931E-1,9.714859962E0
1.195359188E1,1.272981644E0,9.858429432E-1,1.092084217E1
1.195571699E1,1.765903115E0,-5.934200287E-1,1.144726372E1
1.195784214E1,1.861616015E0,-1.220339537E0,1.092084217E1
1.195996725E1,1.617548108E0,-7.322037220E-1,1.071984577E1
1.196209235E1,1.311266780E0,-5.790630579E-1,1.023649502E1
1.196421751E1,1.971685886E0,-7.417750359E-1,9.667003632E0
1.196634261E1,1.861616015E0,-5.647061467E-1,9.475577354E0
1.196846772E1,1.440479279E0,2.392822690E-2,8.714659691E0
1.197059282E1,1.488335729E0,-2.057827413E-1,8.652446747E0
1.197271798E1,1.875972986E0,-1.962114573E-1,8.891729355E0
1.197484308E1,1.852044702E0,-1.818545163E-1,8.910871506E0
1.197696818E1,4.642075896E-1,9.092725813E-2,9.394221306E0
1.197909334E1,8.949156404E-1,8.614161611E-1,9.968499184E0
1.198121845E1,1.282552958E0,5.742774159E-2,1.084427261E1
1.198334360E1,1.311266780E0,4.115654826E-1,1.019342422E1
1.198546871E1,1.612762451E0,9.044869542E-1,1.019342422E1
1.198759381E1,1.564906001E0,-9.092725813E-2,1.089212894E1
1.198971897E1,1.579262972E0,2.344966233E-1,1.090648556E1
1.199184407E1,1.186840057E0,-5.024927258E-1,1.069113159E1
1.199396917E1,1.287338614E0,-8.422735929E-1,1.105962658E1
1.199609433E1,1.387837172E0,-1.076770186E0,1.089691448E1
1.199821944E1,2.574677229E0,-1.373480201E0,1.009292603E1
1.200034459E1,2.455035925E0,-1.196411371E0,8.910871506E0
1.200246970E1,2.321038008E0,-1.115055323E0,8.910871506E0
1.200459480E1,2.048256159E0,-3.349951655E-2,7.958528042E0
1.200671990E1,1.895115495E0,-2.009970993E-1,8.757730484E0
1.200884506E1,1.124626637E0,-3.828516230E-2,9.710074425E0
1.201097016E1,1.564906001E0,1.162911773E0,1.011206818E1
1.201309527E1,1.765903115E0,2.919243574E-1,1.026042366E1
1.201522042E1,1.067198873E0,4.019941986E-1,9.911071777E0
1.201734553E1,1.531406522E0,1.081555843E0,1.009771156E1
1.201947068E1,1.301695466E0,3.158525825E-1,1.001635551E1
1.202159579E1,1.651047587E0,-3.445664644E-1,1.000678444E1
1.202372089E1,1.785045743E0,-4.737788737E-1,1.027478027E1
1.202584605E1,2.124826431E0,-6.364908218E-1,1.098305607E1
1.202797115E1,1.885544300E0,-1.268195987E0,1.086341476E1
1.203009626E1,1.818545222E0,-9.188438654E-1,1.060020447E1
1.203222136E1,2.019542217E0,-4.689932466E-1,1.005464077E1
1.203434652E1,1.292124271E0,-9.523434043E-1,9.585647583E0
1.203647162E1,1.612762451E0,-8.518448472E-1,8.958727837E0
1.203859678E1,2.024327993E0,-2.297109663E-1,8.915657043E0
1.204072188E1,1.861616015E0,2.009970993E-1,8.671588898E0
1.204284699E1,1.564906001E0,1.052841991E-1,9.126225471E0
1.204497214E1,1.914258122E0,8.374879360E-1,1.009771156E1
1.204709725E1,9.906286001E-1,6.604190469E-1,1.087298584E1
1.204922235E1,8.135597110E-1,4.737788737E-1,1.058584690E1
1.205134751E1,1.225125194E0,2.823530734E-1,1.077248764E1
1.205347261E1,1.426122308E0,3.589234054E-1,1.113141060E1
1.205559772E1,1.598405480E0,1.483550072E-1,1.092084217E1
1.205772287E1,1.890329838E0,-1.387837082E-1,1.026042366E1
1.205984798E1,1.483550072E0,-2.632105052E-1,1.036092186E1
1.206197308E1,1.378265858E0,-4.498506486E-1,1.056191921E1
1.206409824E1,1.847259045E0,-9.714859724E-1,9.925428391E0
1.206622334E1,1.641476393E0,-1.383051515E0,9.633503914E0
1.206834845E1,2.000399828E0,-4.307080805E-1,9.370293617E0
1.207047360E1,2.196611166E0,-2.871387079E-2,9.480362892E0
1.207259871E1,1.239482164E0,-5.216353536E-1,9.154939651E0
1.207472386E1,1.469193101E0,2.632105052E-1,9.231510162E0
1.207684897E1,1.249053478E0,6.987041831E-1,9.533005714E0
1.207897407E1,1.048056364E0,1.148554832E-1,9.772287369E0
1.208109923E1,1.129412293E0,1.244267747E-1,9.820143700E0
1.208322433E1,1.852044702E0,6.604190469E-1,1.015992451E1
1.208534944E1,1.368694544E0,1.148554832E-1,1.018863869E1
1.208747459E1,1.488335729E0,-5.264209956E-2,1.031306553E1
1.208959970E1,1.665404558E0,1.148554832E-1,1.079641533E1
1.209172480E1,1.861616015E0,-9.092725813E-2,1.073420238E1
1.209384996E1,1.651047587E0,-8.087740541E-1,9.982855797E0
1.209597506E1,2.196611166E0,-4.977070987E-1,1.002592659E1
1.209810016E1,1.430907965E0,-5.790630579E-1,1.031306553E1
1.210022532E1,1.655833244E0,-8.805587292E-1,9.930213928E0
1.210235042E1,1.962114573E0,-7.896314859E-1,9.858428955E0
1.210447553E1,1.339980721E0,-7.322037220E-1,9.915857315E0
1.210660068E1,1.493121386E0,-2.488535494E-1,9.193224907E0
1.210872579E1,1.282552958E0,2.536391914E-1,9.312865257E0
1.211085089E1,1.129412293E0,2.392822690E-2,1.023649502E1
1.211297605E1,1.215553880E0,4.785645306E-1,9.743574142E0
1.211510115E1,8.135597110E-1,7.274180651E-1,9.762716293E0
1.211722626E1,1.349551916E0,8.183453679E-1,1.047577763E1
1.211935141E1,1.450050473E0,1.196411327E-1,1.050449181E1
1.212147652E1,1.746760488E0,1.052841991E-1,9.978070259E0
1.212360162E1,1.871187329E0,6.221338734E-2,1.082512951E1
1.212572678E1,1.339980721E0,2.392822690E-2,1.148554897E1
1.212785188E1,1.550549030E0,3.828516230E-2,1.104048347E1
1.212997704E1,1.919043779E0,-8.183453679E-1,1.073420238E1
1.213210214E1,2.383251429E0,-1.268195987E0,1.083948612E1
1.213422725E1,1.847259045E0,-8.135597110E-1,1.021256733E1
1.213635235E1,1.938186288E0,-6.699903607E-1,9.595218658E0
1.213847751E1,1.904686809E0,-9.140582681E-1,9.298508644E0
1.214060261E1,1.359123230E0,-7.896314859E-1,9.413364410E0
1.214272772E1,9.954141974E-1,4.785645287E-3,9.178867340E0
1.214485287E1,1.622333765E0,8.614161611E-2,9.241081238E0
1.214697798E1,2.129612207E0,2.775674164E-1,9.312865257E0
1.214910308E1,1.837687731E0,8.614161611E-1,9.322437286E0
1.215122824E1,1.741974831E0,1.205982566E0,9.533005714E0
1.215335334E1,1.210768223E0,1.043270707E0,1.005464077E1
1.215547850E1,1.148554921E0,7.992027402E-1,1.086820030E1
1.215760360E1,1.258624673E0,9.571290761E-2,1.142333508E1
1.215972871E1,1.641476393E0,-8.662018180E-1,1.146162033E1
1.216185386E1,1.670190215E0,-7.034898400E-1,1.060020447E1
1.216397897E1,1.550549030E0,-1.062413216E0,1.038006496E1
1.216610407E1,1.612762451E0,-1.555334687E0,1.059541893E1
1.216822923E1,5.551348329E-1,-1.009771109E0,1.020778179E1
1.217035433E1,1.507478237E0,-4.546363056E-1,9.714859962E0
1.217247944E1,1.124626637E0,-1.469193101E0,9.403793335E0
1.217460459E1,1.694118381E0,-7.513462901E-1,8.776873589E0
1.217672970E1,1.397408366E0,1.627119333E-1,8.886942863E0
1.217885480E1,2.297109842E0,-1.196411327E-1,9.312865257E0
1.218097996E1,1.928615093E0,-2.344966233E-1,9.355937004E0
1.218310506E1,9.284151793E-1,9.714859724E-1,9.734002113E0
1.218523016E1,1.153340459E0,6.699903607E-1,1.077727318E1
1.218735532E1,2.096112728E0,-5.790630579E-1,1.105484104E1
1.218948042E1,1.387837172E0,-2.536391914E-1,1.078684425E1
1.219160553E1,1.244267821E0,7.609176040E-1,1.111226845E1
1.219373068E1,1.493121386E0,-2.967100143E-1,1.176311588E1
1.219585574E1,1.861616015E0,-7.274180651E-1,1.156211948E1
1.219798095E1,1.258624673E0,-2.201396823E-1,1.111705399E1
1.220010605E1,1.497906923E0,1.052841991E-1,1.042313576E1
1.220223115E1,2.081755638E0,-1.349551916E0,9.848857880E0
1.220435631E1,2.024327993E0,-1.746760488E0,9.542576790E0
1.220648141E1,1.641476393E0,-9.714859724E-1,9.427721024E0
1.220860652E1,1.507478237E0,-8.997012973E-1,9.437292099E0
1.221073162E1,2.287538528E0,-9.188438654E-1,9.528220177E0
1.221285678E1,1.579262972E0,-5.359922647E-1,9.690931320E0
1.221498188E1,1.569691658E0,8.327022791E-1,9.475577354E0
1.221710704E1,2.048256159E0,1.052842021E0,9.786644936E0
1.221923214E1,1.631905079E0,1.071984529E0,9.992427826E0
1.222135725E1,9.523434043E-1,1.588834286E0,1.025563812E1
1.222348240E1,1.172483087E0,1.799402595E0,1.082034397E1
1.222560751E1,1.531406522E0,-8.135596663E-2,1.132762241E1
1.222773266E1,1.727617979E0,-5.264210105E-1,1.087777138E1
1.222985777E1,1.741974831E0,-4.785645306E-1,1.077248764E1
1.223198287E1,2.287538528E0,-1.378265858E0,1.081077290E1
1.223410803E1,2.086541414E0,-2.062613010E0,1.053799057E1
1.223623313E1,1.832902193E0,-1.344766378E0,1.010728264E1
1.223835824E1,2.124826431E0,-6.987041831E-1,9.743574142E0
1.224048339E1,1.497906923E0,-1.244267821E0,9.513862610E0
1.224260850E1,1.488335729E0,2.871387079E-2,9.059226990E0
1.224473360E1,1.875972986E0,7.992027402E-1,9.126225471E0
1.224685876E1,1.842473388E0,9.571290761E-2,9.006584167E0
1.224898386E1,1.158126116E0,7.848458290E-1,8.915657043E0
1.225110897E1,1.191625714E0,1.555334687E0,9.757930756E0
1.225323407E1,1.406979680E0,4.785645306E-1,1.055234814E1
1.225535923E1,1.014556766E0,-2.727817893E-1,1.066241741E1
1.225748433E1,1.158126116E0,1.119840980E0,1.089212894E1
1.225960949E1,1.636690736E0,5.024927258E-1,1.160040379E1
1.226173459E1,1.756331801E0,-9.667003751E-1,1.148076344E1
1.226385970E1,1.574477315E0,-6.747759581E-1,1.116012478E1
1.226598485E1,2.115255117E0,-8.231309652E-1,1.108355427E1
1.226810996E1,1.861616015E0,-1.919043779E0,1.037049294E1
1.227023506E1,1.942971945E0,-1.828116536E0,9.700503349E0
1.227236022E1,1.890329838E0,-1.009771109E0,9.446864128E0
1.227448532E1,2.378465652E0,-9.092726111E-1,9.078369141E0
1.227661042E1,1.842473388E0,-7.992027402E-1,8.886942863E0
1.227873558E1,1.746760488E0,5.072783828E-1,9.609575272E0
1.228086068E1,1.909472466E0,6.317051649E-1,9.911071777E0
1.228298579E1,2.411965132E0,9.571290761E-2,9.504291534E0
1.228511095E1,1.488335729E0,4.737788737E-1,9.686145782E0
1.228723605E1,1.344766378E0,1.727617979E0,1.075813103E1
1.228936121E1,1.813759565E0,8.805587292E-1,1.151904774E1
1.229148631E1,1.560120344E0,-4.067798555E-1,1.168654537E1
1.229361141E1,1.718046665E0,4.833501875E-1,1.122712421E1
1.229573657E1,1.852044702E0,-1.962114573E-1,1.113141060E1
1.229786167E1,1.828116536E0,-1.373480201E0,1.034656525E1
1.229998678E1,1.622333765E0,-1.296909928E0,1.033220863E1
1.230211194E1,1.737189293E0,-8.183453679E-1,1.021735287E1
1.230423704E1,1.703689694E0,-1.115055323E0,1.014556789E1
1.230636214E1,1.588834286E0,-1.143769264E0,1.013121128E1
1.230848730E1,2.029113531E0,-6.843472719E-1,9.949356079E0
1.231061240E1,2.110469580E0,-7.274180651E-1,9.403793335E0
1.231273751E1,1.531406522E0,-1.627119333E-1,8.934800148E0
1.231486266E1,1.115055323E0,9.140582681E-1,9.365508080E0
1.231698777E1,1.229910851E0,8.614161611E-1,1.001635551E1
1.231911287E1,9.954141974E-1,3.684946895E-1,1.045184898E1
1.232123803E1,1.143769264E0,6.699903607E-1,1.088255692E1
1.232336313E1,1.641476393E0,6.125625968E-1,1.085384369E1
1.232548829E1,2.053041935E0,-1.818545163E-1,1.079162979E1
1.232761339E1,2.024327993E0,-3.397808075E-1,1.097827053E1
1.232973850E1,1.837687731E0,1.435693540E-2,1.110748291E1
1.233186360E1,1.847259045E0,-7.034898400E-1,1.061456108E1
1.233398876E1,2.282752752E0,-1.009771109E0,1.007856941E1
1.233611386E1,2.469393015E0,-9.236295223E-1,1.003549862E1
1.233823902E1,2.234896421E0,-7.322037220E-1,9.633503914E0
1.234036412E1,1.741974831E0,-1.406979680E0,9.681360245E0
1.234248923E1,2.411965132E0,-1.004985452E0,9.801001549E0
1.234461438E1,1.473978758E0,4.211367965E-1,8.925228119E0
1.234673949E1,5.982056856E-1,-7.130611539E-1,9.312865257E0
1.234886459E1,1.794616938E0,1.052841991E-1,9.217152596E0
1.235098975E1,2.498106956E0,1.057627559E0,9.049654961E0
1.235311485E1,1.603191137E0,5.742774159E-2,9.585647583E0
1.235523996E1,1.440479279E0,9.044869542E-1,9.853643417E0
1.235736511E1,1.895115495E0,1.239482164E0,1.092562866E1
1.235949022E1,1.852044702E0,7.896314859E-1,1.087298584E1
1.236161537E1,1.268195987E0,-3.206382394E-1,1.085384369E1
1.236374048E1,2.076970100E0,1.722832322E-1,1.015035343E1
1.236586558E1,2.359323025E0,-4.785645381E-2,1.056670475E1
1.236799068E1,2.153540373E0,-1.770688772E0,1.113141060E1
1.237011584E1,1.598405480E0,-1.722832322E0,1.049491978E1
1.237224095E1,2.196611166E0,-4.977070987E-1,1.000199890E1
1.237436610E1,1.344766378E0,-7.513462901E-1,1.024128056E1
1.237649121E1,1.435693622E0,-1.229910851E0,9.887143135E0
1.237861631E1,1.847259045E0,-4.211367965E-1,8.910871506E0
1.238074147E1,1.636690736E0,5.599204898E-1,8.757730484E0
1.238286657E1,1.119840980E0,9.571290761E-2,9.561718941E0
1.238499167E1,1.282552958E0,6.699903309E-2,9.757930756E0
1.238711683E1,1.526620865E0,7.896314859E-1,9.762716293E0
1.238924194E1,1.761117458E0,6.077769399E-1,1.023170948E1
1.239136704E1,1.813759565E0,-2.871387079E-2,1.041356373E1
1.239349220E1,1.957328916E0,7.130611539E-1,1.036570740E1
1.239561730E1,2.167897224E0,3.732803464E-1,1.111705399E1
1.239774240E1,2.091326952E0,-5.024927258E-1,1.116491032E1
1.239986756E1,1.741974831E0,-4.977070987E-1,1.076291656E1
1.240199266E1,1.665404558E0,-6.460621357E-1,1.096391296E1
1.240411777E1,2.220539331E0,-1.646261930E0,1.084905815E1
1.240624292E1,2.273181438E0,-1.895115495E0,9.657432556E0
1.240836803E1,1.852044702E0,-1.052842021E0,8.863015175E0
1.241049318E1,1.598405480E0,-8.422735929E-1,8.662017822E0
1.241261829E1,1.741974831E0,-9.188438654E-1,8.685946465E0
1.241474339E1,1.622333765E0,-4.211367965E-1,8.303094864E0
1.241686855E1,1.933400750E0,2.584248483E-1,8.422736168E0
1.241899365E1,2.297109842E0,8.470591903E-1,8.666803360E0
1.242111876E1,2.517249346E0,6.221339107E-1,9.552147865E0
1.242324391E1,2.000399828E0,3.158525825E-1,1.018863869E1
1.242536902E1,1.751546144E0,6.939185858E-1,1.038963604E1
1.242749412E1,1.947757602E0,1.004985452E0,1.092562866E1
1.242961928E1,1.186840057E0,-7.657032460E-2,1.074855900E1
1.243174438E1,1.713261008E0,1.914258152E-1,9.686145782E0
1.243386949E1,2.033899307E0,8.135596663E-2,1.004506969E1
1.243599464E1,1.469193101E0,-1.081555843E0,1.078205872E1
1.243811975E1,1.330409408E0,-8.709874153E-1,1.055234814E1
1.244024485E1,1.751546144E0,-1.000199914E0,1.032742214E1
1.244237001E1,1.847259045E0,-1.469193101E0,1.013599682E1
1.244449511E1,1.086341500E0,-1.555334687E0,9.427721024E0
1.244662027E1,1.880758643E0,-1.100698411E-1,8.886942863E0
1.244874537E1,1.942971945E0,-4.450650215E-1,9.384650230E0
1.245087048E1,1.622333765E0,-1.770688742E-1,8.944371223E0
1.245299558E1,1.205982566E0,6.556333899E-1,8.963513374E0
1.245512074E1,1.904686809E0,5.503492355E-1,9.623932838E0
1.245724584E1,2.053041935E0,3.445664644E-1,9.786644936E0
1.245937100E1,2.541177750E0,3.397808075E-1,1.043270683E1
1.246149610E1,1.880758643E0,5.312066078E-1,1.111226845E1
1.246362121E1,2.158325911E0,7.130611539E-1,1.131326580E1
1.246574636E1,1.454836130E0,8.614161611E-2,1.127976608E1
1.246787147E1,7.704889178E-1,-4.689932466E-1,1.075813103E1
1.246999662E1,1.225125194E0,-1.579262912E-1,9.571290970E0
1.247212173E1,1.301695466E0,-3.158525825E-1,9.714859962E0
1.247424683E1,2.053041935E0,-1.775474429E0,1.082991505E1
1.247637194E1,1.923829436E0,-2.139183521E0,9.978070259E0
1.247849709E1,2.493321180E0,-7.704889178E-1,8.786444664E0
1.248062220E1,1.751546144E0,-6.077769399E-1,8.872586250E0
1.248274735E1,1.182054400E0,-1.244267821E0,9.671789169E0
1.248487246E1,1.301695466E0,8.614161611E-2,9.863214493E0
1.248699756E1,1.622333765E0,1.153340459E0,1.005464077E1
1.248912266E1,8.566305041E-1,-4.354937077E-1,9.298508644E0
1.249124782E1,1.957328916E0,-4.211367965E-1,8.269595146E0
1.249337292E1,1.622333765E0,-1.674975902E-1,1.009771156E1
1.249549808E1,1.789831281E0,8.374879360E-1,1.207896900E1
1.249762318E1,1.550549030E0,2.249253243E-1,1.143769264E1
1.249974829E1,3.019742250E0,-1.531406492E-1,9.643074989E0
1.250187345E1,1.028913736E0,7.896314859E-1,9.896714211E0
1.250399855E1,1.028913736E0,1.435693651E-1,1.141376400E1
1.250612365E1,2.014756680E0,-2.478964329E0,1.032263660E1
1.250824881E1,2.282752752E0,-1.478764415E0,8.212167740E0
1.251037391E1,1.038485050E0,1.579262912E-1,9.049654961E0
1.251249902E1,1.966900229E0,-1.239482164E0,1.083470058E1
